date,USPS,incidD,gold_out
2020-01-25,CT,0,0
2020-02-01,CT,0,0
2020-02-08,CT,0,0
2020-02-15,CT,0,0
2020-02-22,CT,0,0
2020-02-29,CT,0,0
2020-03-07,CT,0,0
2020-03-14,CT,0,0
2020-03-21,CT,4,0
2020-03-28,CT,29,0
2020-04-04,CT,132,0
2020-04-11,CT,329,0
2020-04-18,CT,592,0
2020-04-25,CT,779,0
2020-05-02,CT,571,0
2020-05-09,CT,496,0
2020-05-16,CT,407,0
2020-05-23,CT,336,0
2020-05-30,CT,237,0
2020-06-06,CT,143,0
2020-06-13,CT,131,0
2020-06-20,CT,65,0
2020-06-27,CT,60,0
2020-07-04,CT,24,0
2020-07-11,CT,13,0
2020-07-18,CT,48,0
2020-07-25,CT,17,0
2020-08-01,CT,19,0
2020-08-08,CT,9,0
2020-08-15,CT,12,0
2020-08-22,CT,7,0
2020-08-29,CT,5,0
2020-09-05,CT,3,0
2020-09-12,CT,12,0
2020-09-19,CT,12,0
2020-09-26,CT,9,0
2020-10-03,CT,12,0
2020-10-10,CT,17,0
2020-10-17,CT,12,0
2020-10-24,CT,35,0
2020-10-31,CT,39,0
2020-11-07,CT,55,0
2020-11-14,CT,66,0
2020-11-21,CT,91,0
2020-11-28,CT,133,0
2020-12-05,CT,185,0
2020-12-12,CT,217,0
2020-12-19,CT,218,0
2020-12-26,CT,210,0
2021-01-02,CT,308,0
2021-01-09,CT,225,0
2021-01-16,CT,270,0
2021-01-23,CT,225,0
2021-01-30,CT,227,0
2021-02-06,CT,168,0
2021-02-13,CT,167,0
2021-02-20,CT,142,0
2021-02-27,CT,99,0
2021-03-06,CT,82,0
2021-03-13,CT,61,0
2021-03-20,CT,67,0
2021-03-27,CT,33,0
2021-04-03,CT,39,0
2021-04-10,CT,40,0
2021-04-17,CT,51,0
2021-04-24,CT,52,0
2021-05-01,CT,50,0
2021-05-08,CT,40,0
2021-05-15,CT,36,0
2021-05-22,CT,39,0
2021-05-29,CT,26,0
2021-06-05,CT,12,0
2021-06-12,CT,15,0
2021-06-19,CT,9,0
2021-06-26,CT,7,0
2021-07-03,CT,4,0
2021-07-10,CT,2,0
2021-07-17,CT,3,0
2021-07-24,CT,4,0
2021-07-31,CT,7,0
2021-08-07,CT,5,0
2021-08-14,CT,11,0
2021-08-21,CT,36,0
2021-08-28,CT,25,0
2021-09-04,CT,36,0
2021-09-11,CT,30,0
2021-09-18,CT,39,0
2021-09-25,CT,42,0
2021-10-02,CT,149,1
2021-10-09,CT,17,0
2021-10-16,CT,51,0
2021-10-23,CT,21,0
2021-10-30,CT,27,0
2021-11-06,CT,26,0
2021-11-13,CT,19,0
2021-11-20,CT,41,0
2021-11-27,CT,15,0
2021-12-04,CT,62,0
2021-12-11,CT,47,0
2021-12-18,CT,30,0
2021-12-25,CT,77,0
2022-01-01,CT,85,0
2022-01-08,CT,217,0
2022-01-15,CT,179,0
2022-01-22,CT,217,0
2022-01-29,CT,218,0
2022-02-05,CT,174,0
2022-02-12,CT,103,0
2022-02-19,CT,101,0
2022-02-26,CT,108,0
2022-03-05,CT,78,0
2022-03-12,CT,107,0
2022-03-19,CT,69,0
2022-03-26,CT,46,0
2022-04-02,CT,20,0
2022-04-09,CT,22,0
2022-04-16,CT,12,0
2022-04-23,CT,21,0
2022-04-30,CT,16,0
2022-05-07,CT,24,0
2022-05-14,CT,40,0
2022-05-21,CT,12,0
2022-05-28,CT,17,0
2022-06-04,CT,34,0
2022-06-11,CT,33,0
2022-06-18,CT,15,0
2022-06-25,CT,19,0
2022-07-02,CT,11,0
2022-07-09,CT,10,0
2022-07-16,CT,30,0
2022-07-23,CT,8,0
2022-07-30,CT,9,0
2022-08-06,CT,36,0
2022-08-13,CT,26,0
2022-08-20,CT,16,0
2022-08-27,CT,17,0
2022-09-03,CT,72,0
2022-09-10,CT,30,0
2022-09-17,CT,32,0
2022-09-24,CT,12,0
2022-10-01,CT,22,0
2022-10-08,CT,20,0
2022-10-15,CT,25,0
2022-10-22,CT,14,0
2022-10-29,CT,39,0
2022-11-05,CT,15,0
2022-11-12,CT,59,0
2022-11-19,CT,22,0
2022-11-26,CT,13,0
2022-12-03,CT,15,0
2022-12-10,CT,16,0
2022-12-17,CT,62,0
2022-12-24,CT,68,0
2022-12-31,CT,48,0
2023-01-07,CT,22,0
2023-01-14,CT,61,0
2023-01-21,CT,41,0
2023-01-28,CT,38,0
2023-02-04,CT,32,0
2023-02-11,CT,65,0
2023-02-18,CT,50,0
2023-02-25,CT,59,0
2023-03-04,CT,51,0
2023-03-11,CT,24,0
2021-07-31,DE,135,1
2020-05-16,DE,83,0
2022-03-19,DE,80,0
2020-05-02,DE,79,0
2022-01-08,DE,79,0
2020-04-25,DE,70,0
2020-05-09,DE,69,0
2022-02-12,DE,67,0
2021-01-23,DE,66,0
2020-12-19,DE,65,0
2020-12-26,DE,65,0
2021-01-16,DE,60,0
2022-01-15,DE,59,0
2021-01-09,DE,56,0
2022-01-22,DE,56,0
2021-01-02,DE,55,0
2020-05-23,DE,53,0
2020-05-30,DE,53,0
2021-02-27,DE,52,1
2022-02-19,DE,52,0
2022-01-29,DE,51,0
2021-01-30,DE,47,0
2021-03-06,DE,46,0
2020-12-12,DE,45,0
2022-02-05,DE,45,0
2020-04-18,DE,43,0
2022-03-05,DE,42,0
2022-11-19,DE,41,0
2021-03-13,DE,40,0
2021-10-16,DE,35,0
2022-04-02,DE,33,0
2021-10-23,DE,32,0
2021-10-02,DE,30,0
2020-12-05,DE,29,0
2021-12-25,DE,29,0
2021-02-06,DE,28,0
2021-11-06,DE,28,0
2022-09-03,DE,28,0
2020-04-11,DE,27,0
2020-06-06,DE,27,0
2020-11-28,DE,27,0
2021-02-13,DE,27,0
2021-10-30,DE,27,0
2020-10-31,DE,26,0
2021-04-17,DE,25,0
2021-10-09,DE,25,0
2021-12-11,DE,24,0
2021-12-18,DE,24,0
2022-10-15,DE,24,0
2020-10-24,DE,23,0
2021-08-28,DE,23,0
2023-01-21,DE,23,0
2023-02-11,DE,23,0
2021-03-20,DE,22,0
2021-09-25,DE,22,0
2021-11-13,DE,22,0
2021-04-03,DE,21,0
2021-12-04,DE,21,0
2022-05-07,DE,21,0
2020-11-21,DE,20,0
2021-09-18,DE,20,0
2022-12-24,DE,20,0
2023-02-18,DE,20,0
2020-06-13,DE,19,0
2021-03-27,DE,18,0
2021-11-20,DE,18,0
2020-04-04,DE,17,0
2020-11-07,DE,17,0
2022-05-28,DE,17,0
2021-06-05,DE,16,0
2021-08-21,DE,16,0
2020-10-17,DE,15,0
2021-05-15,DE,15,0
2022-01-01,DE,15,0
2022-09-24,DE,15,0
2023-03-04,DE,15,0
2020-10-03,DE,14,0
2020-11-14,DE,14,0
2021-09-04,DE,14,0
2021-11-27,DE,14,0
2022-02-26,DE,14,0
2022-04-09,DE,14,0
2022-07-09,DE,14,0
2021-04-24,DE,13,0
2022-07-23,DE,13,0
2020-06-20,DE,12,0
2021-04-10,DE,12,0
2021-06-26,DE,12,0
2022-12-10,DE,12,0
2023-01-07,DE,12,0
2020-07-25,DE,11,0
2020-09-26,DE,11,0
2020-10-10,DE,11,0
2021-05-01,DE,11,0
2022-04-23,DE,11,0
2022-10-29,DE,11,0
2023-01-28,DE,11,0
2023-02-04,DE,11,0
2020-06-27,DE,10,1
2021-02-20,DE,10,0
2021-05-08,DE,10,0
2022-04-16,DE,10,0
2022-07-16,DE,10,0
2022-08-13,DE,10,0
2022-09-10,DE,10,0
2022-10-01,DE,10,0
2021-09-11,DE,9,0
2022-06-11,DE,9,0
2022-11-26,DE,9,0
2020-09-05,DE,8,0
2021-05-22,DE,8,0
2022-05-21,DE,8,0
2020-07-04,DE,7,0
2020-07-11,DE,7,0
2020-07-18,DE,7,0
2020-09-12,DE,7,0
2022-06-18,DE,7,0
2020-08-01,DE,6,0
2020-08-08,DE,6,0
2022-06-25,DE,6,0
2022-09-17,DE,6,0
2020-08-22,DE,5,0
2020-09-19,DE,5,0
2022-06-04,DE,5,0
2022-03-26,DE,4,0
2021-06-19,DE,3,0
2021-08-14,DE,3,0
2022-05-14,DE,3,0
2022-07-30,DE,3,0
2022-08-20,DE,3,0
2022-08-27,DE,3,0
2020-03-28,DE,2,0
2020-08-15,DE,2,0
2020-08-29,DE,2,0
2021-05-29,DE,2,0
2021-06-12,DE,2,0
2021-07-17,DE,2,0
2021-08-07,DE,2,0
2022-03-12,DE,2,0
2022-04-30,DE,2,0
2022-08-06,DE,2,0
2023-01-14,DE,2,0
2021-07-03,DE,1,0
2021-07-24,DE,1,0
2022-07-02,DE,1,0
2022-10-08,DE,1,0
2022-11-12,DE,1,0
2022-12-17,DE,1,0
2022-12-31,DE,1,0
2023-02-25,DE,1,0
2020-01-25,DE,0,0
2020-02-01,DE,0,0
2020-02-08,DE,0,0
2020-02-15,DE,0,0
2020-02-22,DE,0,0
2020-02-29,DE,0,0
2020-03-07,DE,0,0
2020-03-14,DE,0,0
2020-03-21,DE,0,0
2021-07-10,DE,0,0
2022-10-22,DE,0,0
2022-11-05,DE,0,0
2022-12-03,DE,0,0
2023-03-11,DE,0,0
2020-01-25,DC,0,0
2020-02-01,DC,0,0
2020-02-08,DC,0,0
2020-02-15,DC,0,0
2020-02-22,DC,0,0
2020-02-29,DC,0,0
2020-03-07,DC,0,0
2020-03-14,DC,0,0
2020-03-21,DC,2,0
2020-03-28,DC,4,0
2020-04-04,DC,17,0
2020-04-11,DC,30,0
2020-04-18,DC,44,0
2020-04-25,DC,74,0
2020-05-02,DC,75,0
2020-05-09,DC,71,0
2020-05-16,DC,64,0
2020-05-23,DC,52,0
2020-05-30,DC,35,0
2020-06-06,DC,21,0
2020-06-13,DC,28,0
2020-06-20,DC,20,0
2020-06-27,DC,17,0
2020-07-04,DC,9,0
2020-07-11,DC,11,0
2020-07-18,DC,10,0
2020-07-25,DC,3,0
2020-08-01,DC,4,0
2020-08-08,DC,5,0
2020-08-15,DC,7,0
2020-08-22,DC,7,0
2020-08-29,DC,1,0
2020-09-05,DC,6,0
2020-09-12,DC,5,0
2020-09-19,DC,3,0
2020-09-26,DC,5,0
2020-10-03,DC,5,0
2020-10-10,DC,7,0
2020-10-17,DC,5,0
2020-10-24,DC,1,0
2020-10-31,DC,4,0
2020-11-07,DC,8,0
2020-11-14,DC,4,0
2020-11-21,DC,12,0
2020-11-28,DC,8,0
2020-12-05,DC,17,0
2020-12-12,DC,18,0
2020-12-19,DC,17,0
2020-12-26,DC,32,0
2021-01-02,DC,30,0
2021-01-09,DC,21,0
2021-01-16,DC,34,0
2021-01-23,DC,23,0
2021-01-30,DC,39,0
2021-02-06,DC,38,0
2021-02-13,DC,32,0
2021-02-20,DC,15,0
2021-02-27,DC,16,0
2021-03-06,DC,20,0
2021-03-13,DC,10,0
2021-03-20,DC,9,0
2021-03-27,DC,7,0
2021-04-03,DC,14,0
2021-04-10,DC,11,0
2021-04-17,DC,14,0
2021-04-24,DC,4,0
2021-05-01,DC,6,0
2021-05-08,DC,5,0
2021-05-15,DC,8,0
2021-05-22,DC,7,0
2021-05-29,DC,7,0
2021-06-05,DC,4,0
2021-06-12,DC,2,0
2021-06-19,DC,3,0
2021-06-26,DC,0,0
2021-07-03,DC,0,0
2021-07-10,DC,2,0
2021-07-17,DC,3,0
2021-07-24,DC,0,0
2021-07-31,DC,3,0
2021-08-07,DC,0,0
2021-08-14,DC,1,0
2021-08-21,DC,5,0
2021-08-28,DC,4,0
2021-09-04,DC,3,0
2021-09-11,DC,3,0
2021-09-18,DC,2,0
2021-09-25,DC,5,0
2021-10-02,DC,4,0
2021-10-09,DC,6,0
2021-10-16,DC,1,0
2021-10-23,DC,3,0
2021-10-30,DC,4,0
2021-11-06,DC,3,0
2021-11-13,DC,1,0
2021-11-20,DC,2,0
2021-11-27,DC,0,0
2021-12-04,DC,1,0
2021-12-11,DC,2,0
2021-12-18,DC,7,0
2021-12-25,DC,1,0
2022-01-01,DC,4,0
2022-01-08,DC,16,0
2022-01-15,DC,28,0
2022-01-22,DC,12,0
2022-01-29,DC,17,0
2022-02-05,DC,9,0
2022-02-12,DC,16,0
2022-02-19,DC,5,0
2022-02-26,DC,3,0
2022-03-05,DC,4,0
2022-03-12,DC,5,0
2022-03-19,DC,1,0
2022-03-26,DC,4,0
2022-04-02,DC,2,0
2022-04-09,DC,0,0
2022-04-16,DC,0,0
2022-04-23,DC,2,0
2022-04-30,DC,5,0
2022-05-07,DC,0,0
2022-05-14,DC,1,0
2022-05-21,DC,1,0
2022-05-28,DC,0,0
2022-06-04,DC,5,0
2022-06-11,DC,1,0
2022-06-18,DC,1,0
2022-06-25,DC,0,0
2022-07-02,DC,2,0
2022-07-09,DC,1,0
2022-07-16,DC,4,0
2022-07-23,DC,9,0
2022-07-30,DC,1,0
2022-08-06,DC,5,0
2022-08-13,DC,5,0
2022-08-20,DC,2,0
2022-08-27,DC,5,0
2022-09-03,DC,1,0
2022-09-10,DC,0,0
2022-09-17,DC,0,0
2022-09-24,DC,1,0
2022-10-01,DC,11,0
2022-10-08,DC,0,0
2022-10-15,DC,0,0
2022-10-22,DC,0,0
2022-10-29,DC,5,0
2022-11-05,DC,0,0
2022-11-12,DC,5,0
2022-11-19,DC,1,0
2022-11-26,DC,0,0
2022-12-03,DC,4,0
2022-12-10,DC,0,0
2022-12-17,DC,0,0
2022-12-24,DC,4,0
2022-12-31,DC,0,0
2023-01-07,DC,0,0
2023-01-14,DC,4,0
2023-01-21,DC,6,0
2023-01-28,DC,1,0
2023-02-04,DC,0,0
2023-02-11,DC,3,0
2023-02-18,DC,1,0
2023-02-25,DC,1,0
2023-03-04,DC,3,0
2023-03-11,DC,2,0
2020-01-25,FL,0,0
2020-02-01,FL,0,0
2020-02-08,FL,0,0
2020-02-15,FL,0,0
2020-02-22,FL,0,0
2020-02-29,FL,0,0
2020-03-07,FL,0,0
2020-03-14,FL,2,0
2020-03-21,FL,11,0
2020-03-28,FL,41,0
2020-04-04,FL,141,0
2020-04-11,FL,243,0
2020-04-18,FL,310,0
2020-04-25,FL,307,0
2020-05-02,FL,309,0
2020-05-09,FL,351,0
2020-05-16,FL,249,0
2020-05-23,FL,269,0
2020-05-30,FL,214,0
2020-06-06,FL,241,0
2020-06-13,FL,237,0
2020-06-20,FL,219,0
2020-06-27,FL,246,0
2020-07-04,FL,312,0
2020-07-11,FL,495,0
2020-07-18,FL,698,0
2020-07-25,FL,882,0
2020-08-01,FL,1245,0
2020-08-08,FL,1087,0
2020-08-15,FL,1236,0
2020-08-22,FL,929,0
2020-08-29,FL,831,0
2020-09-05,FL,706,0
2020-09-12,FL,789,0
2020-09-19,FL,687,0
2020-09-26,FL,735,0
2020-10-03,FL,606,0
2020-10-10,FL,558,0
2020-10-17,FL,731,0
2020-10-24,FL,500,0
2020-10-31,FL,344,0
2020-11-07,FL,339,0
2020-11-14,FL,389,0
2020-11-21,FL,441,0
2020-11-28,FL,512,0
2020-12-05,FL,642,0
2020-12-12,FL,701,0
2020-12-19,FL,688,0
2020-12-26,FL,662,0
2021-01-02,FL,755,0
2021-01-09,FL,914,0
2021-01-16,FL,1200,0
2021-01-23,FL,1160,0
2021-01-30,FL,1196,0
2021-02-06,FL,1239,0
2021-02-13,FL,1084,0
2021-02-20,FL,1130,0
2021-02-27,FL,921,0
2021-03-06,FL,886,0
2021-03-13,FL,605,0
2021-03-20,FL,488,0
2021-03-27,FL,429,0
2021-04-03,FL,510,0
2021-04-10,FL,362,0
2021-04-17,FL,390,0
2021-04-24,FL,408,0
2021-05-01,FL,427,0
2021-05-08,FL,461,0
2021-05-15,FL,356,0
2021-05-22,FL,407,0
2021-05-29,FL,311,0
2021-06-05,FL,211,0
2021-06-12,FL,280,0
2021-06-19,FL,290,0
2021-06-26,FL,217,0
2021-07-03,FL,213,0
2021-07-10,FL,172,0
2021-07-17,FL,231,0
2021-07-24,FL,282,0
2021-07-31,FL,409,0
2021-08-07,FL,616,0
2021-08-14,FL,1071,0
2021-08-21,FL,1486,0
2021-08-28,FL,1727,0
2021-09-04,FL,2345,0
2021-09-11,FL,2448,0
2021-09-18,FL,2468,0
2021-09-25,FL,2340,0
2021-10-02,FL,1719,0
2021-10-09,FL,1368,0
2021-10-16,FL,1192,0
2021-10-23,FL,944,0
2021-10-30,FL,867,0
2021-11-06,FL,664,0
2021-11-13,FL,364,0
2021-11-20,FL,383,0
2021-11-27,FL,66,0
2021-12-04,FL,554,0
2021-12-11,FL,325,0
2021-12-18,FL,194,0
2021-12-25,FL,127,0
2022-01-01,FL,157,0
2022-01-08,FL,184,0
2022-01-15,FL,470,0
2022-01-22,FL,605,0
2022-01-29,FL,1192,0
2022-02-05,FL,1330,0
2022-02-12,FL,1293,0
2022-02-19,FL,1330,0
2022-02-26,FL,888,0
2022-03-05,FL,1207,0
2022-03-12,FL,863,0
2022-03-19,FL,844,0
2022-03-26,FL,323,0
2022-04-02,FL,263,0
2022-04-09,FL,265,0
2022-04-16,FL,134,0
2022-04-23,FL,141,0
2022-04-30,FL,118,0
2022-05-07,FL,141,0
2022-05-14,FL,93,0
2022-05-21,FL,153,0
2022-05-28,FL,135,0
2022-06-04,FL,201,0
2022-06-11,FL,219,0
2022-06-18,FL,210,0
2022-06-25,FL,481,0
2022-07-02,FL,314,0
2022-07-09,FL,302,0
2022-07-16,FL,469,0
2022-07-23,FL,436,0
2022-07-30,FL,467,0
2022-08-06,FL,482,0
2022-08-13,FL,512,0
2022-08-20,FL,458,0
2022-08-27,FL,556,0
2022-09-03,FL,454,0
2022-09-10,FL,381,0
2022-09-17,FL,394,0
2022-09-24,FL,357,0
2022-10-01,FL,277,0
2022-10-08,FL,245,0
2022-10-15,FL,249,0
2022-10-22,FL,266,0
2022-10-29,FL,0,0
2022-11-05,FL,365,0
2022-11-12,FL,0,0
2022-11-19,FL,334,0
2022-11-26,FL,0,0
2022-12-03,FL,326,0
2022-12-10,FL,0,0
2022-12-17,FL,405,0
2022-12-24,FL,0,0
2022-12-31,FL,300,0
2023-01-07,FL,270,0
2023-01-14,FL,0,0
2023-01-21,FL,751,0
2023-01-28,FL,0,0
2023-02-04,FL,783,0
2023-02-11,FL,0,0
2023-02-18,FL,584,0
2023-02-25,FL,0,0
2023-03-04,FL,556,0
2023-03-11,FL,0,0
2020-01-25,GA,0,0
2020-02-01,GA,0,0
2020-02-08,GA,0,0
2020-02-15,GA,0,0
2020-02-22,GA,0,0
2020-02-29,GA,0,0
2020-03-07,GA,0,0
2020-03-14,GA,1,0
2020-03-21,GA,19,0
2020-03-28,GA,49,0
2020-04-04,GA,132,0
2020-04-11,GA,228,0
2020-04-18,GA,244,0
2020-04-25,GA,234,0
2020-05-02,GA,270,0
2020-05-09,GA,226,0
2020-05-16,GA,195,0
2020-05-23,GA,224,0
2020-05-30,GA,182,0
2020-06-06,GA,174,0
2020-06-13,GA,269,0
2020-06-20,GA,195,0
2020-06-27,GA,134,0
2020-07-04,GA,81,0
2020-07-11,GA,139,0
2020-07-18,GA,173,0
2020-07-25,GA,325,0
2020-08-01,GA,331,0
2020-08-08,GA,361,0
2020-08-15,GA,483,0
2020-08-22,GA,423,0
2020-08-29,GA,484,0
2020-09-05,GA,401,0
2020-09-12,GA,310,0
2020-09-19,GA,312,0
2020-09-26,GA,315,0
2020-10-03,GA,219,0
2020-10-10,GA,260,0
2020-10-17,GA,214,0
2020-10-24,GA,201,0
2020-10-31,GA,171,0
2020-11-07,GA,668,1
2020-11-14,GA,309,0
2020-11-21,GA,223,0
2020-11-28,GA,245,0
2020-12-05,GA,369,0
2020-12-12,GA,282,0
2020-12-19,GA,306,0
2020-12-26,GA,304,0
2021-01-02,GA,275,0
2021-01-09,GA,497,0
2021-01-16,GA,834,0
2021-01-23,GA,955,0
2021-01-30,GA,950,0
2021-02-06,GA,894,0
2021-02-13,GA,760,0
2021-02-20,GA,892,0
2021-02-27,GA,552,0
2021-03-06,GA,611,0
2021-03-13,GA,311,0
2021-03-20,GA,316,0
2021-03-27,GA,396,0
2021-04-03,GA,284,0
2021-04-10,GA,278,0
2021-04-17,GA,269,0
2021-04-24,GA,216,0
2021-05-01,GA,239,0
2021-05-08,GA,156,0
2021-05-15,GA,139,0
2021-05-22,GA,156,0
2021-05-29,GA,176,0
2021-06-05,GA,149,0
2021-06-12,GA,172,0
2021-06-19,GA,161,0
2021-06-26,GA,76,0
2021-07-03,GA,50,0
2021-07-10,GA,43,0
2021-07-17,GA,72,0
2021-07-24,GA,56,0
2021-07-31,GA,62,0
2021-08-07,GA,126,0
2021-08-14,GA,176,0
2021-08-21,GA,221,0
2021-08-28,GA,354,0
2021-09-04,GA,567,0
2021-09-11,GA,621,0
2021-09-18,GA,836,0
2021-09-25,GA,901,0
2021-10-02,GA,764,0
2021-10-09,GA,900,0
2021-10-16,GA,632,0
2021-10-23,GA,745,0
2021-10-30,GA,546,0
2021-11-06,GA,418,0
2021-11-13,GA,378,0
2021-11-20,GA,301,0
2021-11-27,GA,196,0
2021-12-04,GA,297,0
2021-12-11,GA,168,0
2021-12-18,GA,171,0
2021-12-25,GA,215,0
2022-01-01,GA,234,0
2022-01-08,GA,78,0
2022-01-15,GA,407,0
2022-01-22,GA,366,0
2022-01-29,GA,574,0
2022-02-05,GA,534,0
2022-02-12,GA,674,0
2022-02-19,GA,681,0
2022-02-26,GA,559,0
2022-03-05,GA,466,0
2022-03-12,GA,411,0
2022-03-19,GA,314,0
2022-03-26,GA,264,0
2022-04-02,GA,286,0
2022-04-09,GA,275,0
2022-04-16,GA,191,0
2022-04-23,GA,136,0
2022-04-30,GA,147,0
2022-05-07,GA,163,0
2022-05-14,GA,117,0
2022-05-21,GA,73,0
2022-05-28,GA,41,0
2022-06-04,GA,44,0
2022-06-11,GA,56,0
2022-06-18,GA,70,0
2022-06-25,GA,87,0
2022-07-02,GA,132,0
2022-07-09,GA,106,0
2022-07-16,GA,136,0
2022-07-23,GA,112,0
2022-07-30,GA,117,0
2022-08-06,GA,123,0
2022-08-13,GA,146,0
2022-08-20,GA,153,0
2022-08-27,GA,160,0
2022-09-03,GA,140,0
2022-09-10,GA,103,0
2022-09-17,GA,150,0
2022-09-24,GA,146,0
2022-10-01,GA,110,0
2022-10-08,GA,93,0
2022-10-15,GA,74,0
2022-10-22,GA,104,0
2022-10-29,GA,74,0
2022-11-05,GA,70,0
2022-11-12,GA,107,0
2022-11-19,GA,112,0
2022-11-26,GA,109,0
2022-12-03,GA,46,0
2022-12-10,GA,102,0
2022-12-17,GA,72,0
2022-12-24,GA,117,0
2022-12-31,GA,56,0
2023-01-07,GA,103,0
2023-01-14,GA,128,0
2023-01-21,GA,124,0
2023-01-28,GA,143,0
2023-02-04,GA,139,0
2023-02-11,GA,107,0
2023-02-18,GA,84,0
2023-02-25,GA,87,0
2023-03-04,GA,95,0
2023-03-11,GA,62,0
2021-01-30,HI,71,1
2021-10-02,HI,54,0
2021-09-18,HI,49,0
2022-02-05,HI,49,0
2021-09-25,HI,45,0
2021-11-06,HI,44,0
2022-02-19,HI,42,0
2021-09-11,HI,39,0
2021-10-09,HI,36,0
2022-02-12,HI,36,0
2022-01-29,HI,31,0
2022-02-26,HI,30,0
2021-10-16,HI,29,0
2021-09-04,HI,27,0
2020-10-24,HI,26,0
2021-11-13,HI,26,0
2021-11-20,HI,26,0
2021-08-28,HI,24,0
2020-09-19,HI,23,0
2022-03-05,HI,23,0
2022-07-30,HI,23,0
2020-09-05,HI,22,0
2020-10-03,HI,22,0
2020-12-05,HI,21,0
2021-10-30,HI,21,0
2021-12-11,HI,21,0
2022-01-15,HI,21,0
2022-08-06,HI,21,0
2022-07-09,HI,20,0
2021-01-09,HI,19,0
2021-10-23,HI,19,0
2022-01-22,HI,19,0
2020-10-17,HI,18,0
2021-12-04,HI,17,0
2021-12-18,HI,17,0
2022-04-23,HI,17,0
2023-02-18,HI,17,0
2021-01-23,HI,16,0
2020-08-29,HI,15,0
2020-10-10,HI,15,0
2021-08-21,HI,15,0
2022-06-25,HI,15,0
2022-07-02,HI,15,0
2022-03-19,HI,14,0
2022-08-13,HI,14,0
2022-09-24,HI,14,0
2020-09-12,HI,13,0
2021-11-27,HI,13,0
2022-07-23,HI,13,0
2022-08-20,HI,13,0
2022-08-27,HI,13,0
2021-01-16,HI,12,0
2021-12-25,HI,12,0
2022-01-01,HI,12,0
2022-05-21,HI,12,0
2022-09-03,HI,12,0
2023-03-04,HI,12,0
2020-09-26,HI,11,0
2020-10-31,HI,11,0
2022-04-30,HI,11,0
2022-07-16,HI,11,0
2022-09-10,HI,11,0
2023-01-28,HI,11,0
2023-02-04,HI,11,0
2020-12-12,HI,10,0
2020-12-19,HI,10,0
2021-07-31,HI,10,0
2022-05-07,HI,10,0
2022-09-17,HI,10,0
2022-11-26,HI,10,0
2022-12-24,HI,10,0
2020-08-15,HI,9,0
2020-11-21,HI,9,0
2020-11-28,HI,9,0
2021-02-06,HI,9,0
2021-02-13,HI,9,0
2021-02-27,HI,9,0
2021-03-27,HI,9,0
2022-06-18,HI,9,0
2022-01-08,HI,8,0
2022-04-16,HI,8,0
2022-06-11,HI,8,0
2022-10-08,HI,8,0
2023-02-11,HI,8,0
2020-08-22,HI,7,0
2022-10-01,HI,7,0
2022-11-05,HI,7,0
2022-12-10,HI,7,0
2023-03-11,HI,7,0
2021-03-13,HI,6,0
2021-08-14,HI,6,0
2022-04-02,HI,6,0
2022-05-14,HI,6,0
2022-06-04,HI,6,0
2022-11-19,HI,6,0
2020-04-11,HI,5,0
2020-07-18,HI,5,0
2020-08-08,HI,5,0
2021-02-20,HI,5,0
2021-03-06,HI,5,0
2021-04-03,HI,5,0
2021-05-01,HI,5,0
2021-05-29,HI,5,0
2021-06-19,HI,5,0
2021-06-26,HI,5,0
2021-08-07,HI,5,0
2022-03-26,HI,5,0
2022-05-28,HI,5,0
2022-10-15,HI,5,0
2022-11-12,HI,5,0
2022-12-03,HI,5,0
2023-01-14,HI,5,0
2023-01-21,HI,5,0
2020-04-25,HI,4,0
2020-12-26,HI,4,0
2021-01-02,HI,4,0
2021-04-10,HI,4,0
2021-04-24,HI,4,0
2021-05-08,HI,4,0
2021-05-15,HI,4,0
2021-06-12,HI,4,0
2021-07-24,HI,4,0
2022-12-17,HI,4,0
2023-01-07,HI,4,0
2020-04-04,HI,3,0
2020-05-02,HI,3,0
2021-03-20,HI,3,0
2021-04-17,HI,3,0
2021-05-22,HI,3,0
2021-06-05,HI,3,0
2021-07-10,HI,3,0
2022-04-09,HI,3,0
2022-10-22,HI,3,0
2022-12-31,HI,3,0
2020-03-28,HI,2,0
2020-07-25,HI,2,0
2020-11-14,HI,2,0
2021-07-03,HI,2,0
2021-07-17,HI,2,0
2022-10-29,HI,2,0
2020-04-18,HI,1,0
2020-05-09,HI,1,0
2020-06-27,HI,1,0
2020-07-04,HI,1,0
2020-11-07,HI,1,0
2022-03-12,HI,1,0
2020-01-25,HI,0,0
2020-02-01,HI,0,0
2020-02-08,HI,0,0
2020-02-15,HI,0,0
2020-02-22,HI,0,0
2020-02-29,HI,0,0
2020-03-07,HI,0,0
2020-03-14,HI,0,0
2020-03-21,HI,0,0
2020-05-16,HI,0,0
2020-05-23,HI,0,0
2020-05-30,HI,0,0
2020-06-06,HI,0,0
2020-06-13,HI,0,0
2020-06-20,HI,0,0
2020-07-11,HI,0,0
2020-08-01,HI,0,0
2023-02-25,HI,0,0
2020-01-25,ID,0,0
2020-02-01,ID,0,0
2020-02-08,ID,0,0
2020-02-15,ID,0,0
2020-02-22,ID,0,0
2020-02-29,ID,0,0
2020-03-07,ID,0,0
2020-03-14,ID,0,0
2020-03-21,ID,0,0
2020-03-28,ID,4,0
2020-04-04,ID,6,0
2020-04-11,ID,15,0
2020-04-18,ID,18,0
