state,USPS,datew,incidI,date
Delaware,DE,2021-07-03,189,2021-07-03
Delaware,DE,2021-07-10,173,2021-07-10
Delaware,DE,2021-07-17,321,2021-07-17
Delaware,DE,2021-07-24,390,2021-07-24
Delaware,DE,2021-07-31,677,2021-07-31
Delaware,DE,2021-08-07,1152,2021-08-07
Delaware,DE,2021-08-14,1629,2021-08-14
Delaware,DE,2021-08-21,2274,2021-08-21
Delaware,DE,2021-08-28,2465,2021-08-28
Delaware,DE,2021-09-04,2818,2021-09-04
Delaware,DE,2021-09-11,2831,2021-09-11
Delaware,DE,2021-09-18,3227,2021-09-18
Delaware,DE,2021-09-25,3241,2021-09-25
Delaware,DE,2021-10-02,3174,2021-10-02
Delaware,DE,2021-10-09,3071,2021-10-09
Delaware,DE,2021-10-16,2586,2021-10-16
Delaware,DE,2021-10-23,2184,2021-10-23
Delaware,DE,2021-10-30,1890,2021-10-30
Delaware,DE,2021-11-06,1640,2021-11-06
Delaware,DE,2021-11-13,1884,2021-11-13
Delaware,DE,2021-11-20,2584,2021-11-20
Delaware,DE,2021-11-27,2348,2021-11-27
Delaware,DE,2021-12-04,3518,2021-12-04
Delaware,DE,2021-12-11,4202,2021-12-11
Delaware,DE,2021-12-18,4799,2021-12-18
Delaware,DE,2021-12-25,6640,2021-12-25
Delaware,DE,2022-01-01,12317,2022-01-01
Delaware,DE,2022-01-08,18356,2022-01-08
Delaware,DE,2022-01-15,22858,2022-01-15
Delaware,DE,2022-01-22,13386,2022-01-22
Delaware,DE,2022-01-29,8444,2022-01-29
Delaware,DE,2022-02-05,3781,2022-02-05
Delaware,DE,2022-02-12,2529,2022-02-12
Delaware,DE,2022-02-19,1650,2022-02-19
Delaware,DE,2022-02-26,1494,2022-02-26
Delaware,DE,2022-03-05,735,2022-03-05
Delaware,DE,2022-03-12,843,2022-03-12
Delaware,DE,2022-03-19,571,2022-03-19
Delaware,DE,2022-03-26,460,2022-03-26
Delaware,DE,2022-04-02,131,2022-04-02
Delaware,DE,2022-04-09,0,2022-04-09
Delaware,DE,2022-04-16,922,2022-04-16
Delaware,DE,2022-04-23,1359,2022-04-23
Delaware,DE,2022-04-30,1062,2022-04-30
Delaware,DE,2022-05-07,1915,2022-05-07
Delaware,DE,2022-05-14,2889,2022-05-14
Delaware,DE,2022-05-21,4029,2022-05-21
Delaware,DE,2022-05-28,3605,2022-05-28
Delaware,DE,2022-06-04,2767,2022-06-04
Delaware,DE,2022-06-11,2586,2022-06-11
Delaware,DE,2022-06-18,1734,2022-06-18
Delaware,DE,2022-06-25,1646,2022-06-25
Delaware,DE,2022-07-02,1771,2022-07-02
Delaware,DE,2022-07-09,1675,2022-07-09
Delaware,DE,2022-07-16,2188,2022-07-16
Delaware,DE,2022-07-23,2353,2022-07-23
Delaware,DE,2022-07-30,2422,2022-07-30
Delaware,DE,2022-08-06,2149,2022-08-06
Delaware,DE,2022-08-13,2072,2022-08-13
Delaware,DE,2022-08-20,1983,2022-08-20
Delaware,DE,2022-08-27,1552,2022-08-27
Delaware,DE,2022-09-03,1399,2022-09-03
Delaware,DE,2022-09-10,1197,2022-09-10
Delaware,DE,2022-09-17,1379,2022-09-17
Delaware,DE,2022-09-24,1469,2022-09-24
Delaware,DE,2022-10-01,1412,2022-10-01
Delaware,DE,2022-10-08,1067,2022-10-08
Delaware,DE,2022-10-15,1163,2022-10-15
Delaware,DE,2022-10-22,1136,2022-10-22
Delaware,DE,2022-10-29,971,2022-10-29
Delaware,DE,2022-11-05,923,2022-11-05
Delaware,DE,2022-11-12,771,2022-11-12
Delaware,DE,2022-11-19,871,2022-11-19
Delaware,DE,2022-11-26,491,2022-11-26
Delaware,DE,2022-12-03,1356,2022-12-03
Delaware,DE,2022-12-10,1155,2022-12-10
Delaware,DE,2022-12-17,904,2022-12-17
Delaware,DE,2022-12-24,1103,2022-12-24
Delaware,DE,2022-12-31,1312,2022-12-31
Delaware,DE,2023-01-07,1255,2023-01-07
Delaware,DE,2023-01-14,987,2023-01-14
Delaware,DE,2023-01-21,946,2023-01-21
Delaware,DE,2023-01-28,803,2023-01-28
Delaware,DE,2023-02-04,978,2023-02-04
Delaware,DE,2023-02-11,1027,2023-02-11
Delaware,DE,2023-02-18,1035,2023-02-18
Delaware,DE,2023-02-25,1422,2023-02-25
Delaware,DE,2023-03-04,464,2023-03-04
Delaware,DE,2023-03-11,0,2023-03-11
District of Columbia,DC,2020-01-25,0,2020-01-25
District of Columbia,DC,2020-02-01,0,2020-02-01
District of Columbia,DC,2020-02-08,0,2020-02-08
District of Columbia,DC,2020-02-15,0,2020-02-15
District of Columbia,DC,2020-02-22,0,2020-02-22
District of Columbia,DC,2020-02-29,0,2020-02-29
District of Columbia,DC,2020-03-07,0,2020-03-07
District of Columbia,DC,2020-03-14,0,2020-03-14
District of Columbia,DC,2020-03-21,98,2020-03-21
District of Columbia,DC,2020-03-28,206,2020-03-28
District of Columbia,DC,2020-04-04,598,2020-04-04
District of Columbia,DC,2020-04-11,876,2020-04-11
District of Columbia,DC,2020-04-18,888,2020-04-18
District of Columbia,DC,2020-04-25,1033,2020-04-25
District of Columbia,DC,2020-05-02,1098,2020-05-02
District of Columbia,DC,2020-05-09,1305,2020-05-09
District of Columbia,DC,2020-05-16,940,2020-05-16
District of Columbia,DC,2020-05-23,924,2020-05-23
District of Columbia,DC,2020-05-30,751,2020-05-30
District of Columbia,DC,2020-06-06,552,2020-06-06
District of Columbia,DC,2020-06-13,440,2020-06-13
District of Columbia,DC,2020-06-20,275,2020-06-20
District of Columbia,DC,2020-06-27,232,2020-06-27
District of Columbia,DC,2020-07-04,231,2020-07-04
District of Columbia,DC,2020-07-11,354,2020-07-11
District of Columbia,DC,2020-07-18,393,2020-07-18
District of Columbia,DC,2020-07-25,523,2020-07-25
District of Columbia,DC,2020-08-01,488,2020-08-01
District of Columbia,DC,2020-08-08,448,2020-08-08
District of Columbia,DC,2020-08-15,506,2020-08-15
District of Columbia,DC,2020-08-22,375,2020-08-22
District of Columbia,DC,2020-08-29,391,2020-08-29
District of Columbia,DC,2020-09-05,313,2020-09-05
District of Columbia,DC,2020-09-12,255,2020-09-12
District of Columbia,DC,2020-09-19,409,2020-09-19
District of Columbia,DC,2020-09-26,313,2020-09-26
District of Columbia,DC,2020-10-03,258,2020-10-03
District of Columbia,DC,2020-10-10,445,2020-10-10
District of Columbia,DC,2020-10-17,416,2020-10-17
District of Columbia,DC,2020-10-24,372,2020-10-24
District of Columbia,DC,2020-10-31,560,2020-10-31
District of Columbia,DC,2020-11-07,625,2020-11-07
District of Columbia,DC,2020-11-14,923,2020-11-14
District of Columbia,DC,2020-11-21,1147,2020-11-21
District of Columbia,DC,2020-11-28,1347,2020-11-28
District of Columbia,DC,2020-12-05,1564,2020-12-05
District of Columbia,DC,2020-12-12,1771,2020-12-12
District of Columbia,DC,2020-12-19,1699,2020-12-19
District of Columbia,DC,2020-12-26,1368,2020-12-26
District of Columbia,DC,2021-01-02,1799,2021-01-02
District of Columbia,DC,2021-01-09,1948,2021-01-09
District of Columbia,DC,2021-01-16,2080,2021-01-16
District of Columbia,DC,2021-01-23,1540,2021-01-23
District of Columbia,DC,2021-01-30,1585,2021-01-30
District of Columbia,DC,2021-02-06,1215,2021-02-06
District of Columbia,DC,2021-02-13,919,2021-02-13
District of Columbia,DC,2021-02-20,757,2021-02-20
District of Columbia,DC,2021-02-27,925,2021-02-27
District of Columbia,DC,2021-03-06,795,2021-03-06
District of Columbia,DC,2021-03-13,1159,2021-03-13
District of Columbia,DC,2021-03-20,743,2021-03-20
District of Columbia,DC,2021-03-27,876,2021-03-27
District of Columbia,DC,2021-04-03,881,2021-04-03
District of Columbia,DC,2021-04-10,830,2021-04-10
District of Columbia,DC,2021-04-17,817,2021-04-17
District of Columbia,DC,2021-04-24,640,2021-04-24
District of Columbia,DC,2021-05-01,478,2021-05-01
District of Columbia,DC,2021-05-08,467,2021-05-08
District of Columbia,DC,2021-05-15,366,2021-05-15
District of Columbia,DC,2021-05-22,197,2021-05-22
District of Columbia,DC,2021-05-29,171,2021-05-29
District of Columbia,DC,2021-06-05,170,2021-06-05
District of Columbia,DC,2021-06-12,111,2021-06-12
District of Columbia,DC,2021-06-19,64,2021-06-19
District of Columbia,DC,2021-06-26,62,2021-06-26
District of Columbia,DC,2021-07-03,73,2021-07-03
District of Columbia,DC,2021-07-10,77,2021-07-10
District of Columbia,DC,2021-07-17,197,2021-07-17
District of Columbia,DC,2021-07-24,321,2021-07-24
District of Columbia,DC,2021-07-31,425,2021-07-31
District of Columbia,DC,2021-08-07,705,2021-08-07
District of Columbia,DC,2021-08-14,1098,2021-08-14
District of Columbia,DC,2021-08-21,1141,2021-08-21
District of Columbia,DC,2021-08-28,1214,2021-08-28
District of Columbia,DC,2021-09-04,1362,2021-09-04
District of Columbia,DC,2021-09-11,1048,2021-09-11
District of Columbia,DC,2021-09-18,1885,2021-09-18
District of Columbia,DC,2021-09-25,1354,2021-09-25
District of Columbia,DC,2021-10-02,1126,2021-10-02
District of Columbia,DC,2021-10-09,1371,2021-10-09
District of Columbia,DC,2021-10-16,274,2021-10-16
District of Columbia,DC,2021-10-23,612,2021-10-23
District of Columbia,DC,2021-10-30,652,2021-10-30
District of Columbia,DC,2021-11-06,559,2021-11-06
District of Columbia,DC,2021-11-13,572,2021-11-13
District of Columbia,DC,2021-11-20,657,2021-11-20
District of Columbia,DC,2021-11-27,482,2021-11-27
District of Columbia,DC,2021-12-04,920,2021-12-04
District of Columbia,DC,2021-12-11,1272,2021-12-11
District of Columbia,DC,2021-12-18,2517,2021-12-18
District of Columbia,DC,2021-12-25,8346,2021-12-25
District of Columbia,DC,2022-01-01,14721,2022-01-01
District of Columbia,DC,2022-01-08,15754,2022-01-08
District of Columbia,DC,2022-01-15,11831,2022-01-15
District of Columbia,DC,2022-01-22,5329,2022-01-22
District of Columbia,DC,2022-01-29,2617,2022-01-29
District of Columbia,DC,2022-02-05,1726,2022-02-05
District of Columbia,DC,2022-02-12,1277,2022-02-12
District of Columbia,DC,2022-02-19,877,2022-02-19
District of Columbia,DC,2022-02-26,629,2022-02-26
District of Columbia,DC,2022-03-05,352,2022-03-05
District of Columbia,DC,2022-03-12,545,2022-03-12
District of Columbia,DC,2022-03-19,529,2022-03-19
District of Columbia,DC,2022-03-26,570,2022-03-26
District of Columbia,DC,2022-04-02,564,2022-04-02
District of Columbia,DC,2022-04-09,717,2022-04-09
District of Columbia,DC,2022-04-16,2169,2022-04-16
District of Columbia,DC,2022-04-23,1583,2022-04-23
District of Columbia,DC,2022-04-30,588,2022-04-30
District of Columbia,DC,2022-05-07,0,2022-05-07
District of Columbia,DC,2022-05-14,3244,2022-05-14
District of Columbia,DC,2022-05-21,2023,2022-05-21
District of Columbia,DC,2022-05-28,2061,2022-05-28
District of Columbia,DC,2022-06-04,1734,2022-06-04
District of Columbia,DC,2022-06-11,1794,2022-06-11
District of Columbia,DC,2022-06-18,1104,2022-06-18
District of Columbia,DC,2022-06-25,1914,2022-06-25
District of Columbia,DC,2022-07-02,1224,2022-07-02
District of Columbia,DC,2022-07-09,1240,2022-07-09
District of Columbia,DC,2022-07-16,1448,2022-07-16
District of Columbia,DC,2022-07-23,1440,2022-07-23
District of Columbia,DC,2022-07-30,1350,2022-07-30
District of Columbia,DC,2022-08-06,910,2022-08-06
District of Columbia,DC,2022-08-13,944,2022-08-13
District of Columbia,DC,2022-08-20,682,2022-08-20
District of Columbia,DC,2022-08-27,719,2022-08-27
District of Columbia,DC,2022-09-03,607,2022-09-03
District of Columbia,DC,2022-09-10,512,2022-09-10
District of Columbia,DC,2022-09-17,527,2022-09-17
District of Columbia,DC,2022-09-24,612,2022-09-24
District of Columbia,DC,2022-10-01,482,2022-10-01
District of Columbia,DC,2022-10-08,164,2022-10-08
District of Columbia,DC,2022-10-15,438,2022-10-15
District of Columbia,DC,2022-10-22,33,2022-10-22
District of Columbia,DC,2022-10-29,560,2022-10-29
District of Columbia,DC,2022-11-05,332,2022-11-05
District of Columbia,DC,2022-11-12,441,2022-11-12
District of Columbia,DC,2022-11-19,268,2022-11-19
District of Columbia,DC,2022-11-26,567,2022-11-26
District of Columbia,DC,2022-12-03,291,2022-12-03
District of Columbia,DC,2022-12-10,436,2022-12-10
District of Columbia,DC,2022-12-17,582,2022-12-17
District of Columbia,DC,2022-12-24,760,2022-12-24
District of Columbia,DC,2022-12-31,0,2022-12-31
District of Columbia,DC,2023-01-07,1173,2023-01-07
District of Columbia,DC,2023-01-14,455,2023-01-14
District of Columbia,DC,2023-01-21,555,2023-01-21
District of Columbia,DC,2023-01-28,443,2023-01-28
District of Columbia,DC,2023-02-04,413,2023-02-04
District of Columbia,DC,2023-02-11,420,2023-02-11
District of Columbia,DC,2023-02-18,370,2023-02-18
District of Columbia,DC,2023-02-25,289,2023-02-25
District of Columbia,DC,2023-03-04,210,2023-03-04
District of Columbia,DC,2023-03-11,0,2023-03-11
Florida,FL,2020-01-25,0,2020-01-25
Florida,FL,2020-02-01,0,2020-02-01
Florida,FL,2020-02-08,0,2020-02-08
Florida,FL,2020-02-15,0,2020-02-15
Florida,FL,2020-02-22,0,2020-02-22
Florida,FL,2020-02-29,0,2020-02-29
Florida,FL,2020-03-07,7,2020-03-07
Florida,FL,2020-03-14,59,2020-03-14
Florida,FL,2020-03-21,695,2020-03-21
Florida,FL,2020-03-28,3002,2020-03-28
Florida,FL,2020-04-04,7773,2020-04-04
Florida,FL,2020-04-11,6956,2020-04-11
Florida,FL,2020-04-18,7004,2020-04-18
Florida,FL,2020-04-25,5343,2020-04-25
Florida,FL,2020-05-02,4625,2020-05-02
Florida,FL,2020-05-09,4539,2020-05-09
Florida,FL,2020-05-16,4809,2020-05-16
Florida,FL,2020-05-23,5316,2020-05-23
Florida,FL,2020-05-30,5296,2020-05-30
Florida,FL,2020-06-06,7330,2020-06-06
Florida,FL,2020-06-13,10791,2020-06-13
Florida,FL,2020-06-20,20252,2020-06-20
Florida,FL,2020-06-27,38724,2020-06-27
Florida,FL,2020-07-04,57536,2020-07-04
Florida,FL,2020-07-11,64454,2020-07-11
Florida,FL,2020-07-18,83060,2020-07-18
Florida,FL,2020-07-25,76940,2020-07-25
Florida,FL,2020-08-01,65511,2020-08-01
Florida,FL,2020-08-08,46559,2020-08-08
Florida,FL,2020-08-15,43056,2020-08-15
Florida,FL,2020-08-22,27960,2020-08-22
Florida,FL,2020-08-29,21407,2020-08-29
Florida,FL,2020-09-05,24783,2020-09-05
Florida,FL,2020-09-12,17783,2020-09-12
Florida,FL,2020-09-19,19662,2020-09-19
Florida,FL,2020-09-26,17450,2020-09-26
Florida,FL,2020-10-03,15909,2020-10-03
Florida,FL,2020-10-10,14275,2020-10-10
Florida,FL,2020-10-17,23442,2020-10-17
Florida,FL,2020-10-24,23877,2020-10-24
Florida,FL,2020-10-31,26211,2020-10-31
Florida,FL,2020-11-07,34678,2020-11-07
Florida,FL,2020-11-14,38022,2020-11-14
Florida,FL,2020-11-21,56731,2020-11-21
Florida,FL,2020-11-28,53470,2020-11-28
Florida,FL,2020-12-05,64341,2020-12-05
Florida,FL,2020-12-12,67151,2020-12-12
Florida,FL,2020-12-19,76376,2020-12-19
Florida,FL,2020-12-26,71317,2020-12-26
Florida,FL,2021-01-02,90267,2021-01-02
Florida,FL,2021-01-09,109743,2021-01-09
Florida,FL,2021-01-16,95368,2021-01-16
Florida,FL,2021-01-23,79722,2021-01-23
Florida,FL,2021-01-30,73637,2021-01-30
Florida,FL,2021-02-06,57737,2021-02-06
Florida,FL,2021-02-13,50561,2021-02-13
Florida,FL,2021-02-20,41736,2021-02-20
Florida,FL,2021-02-27,39925,2021-02-27
Florida,FL,2021-03-06,37185,2021-03-06
Florida,FL,2021-03-13,32202,2021-03-13
Florida,FL,2021-03-20,31227,2021-03-20
Florida,FL,2021-03-27,34609,2021-03-27
Florida,FL,2021-04-03,38015,2021-04-03
Florida,FL,2021-04-10,41690,2021-04-10
Florida,FL,2021-04-17,43432,2021-04-17
Florida,FL,2021-04-24,41830,2021-04-24
Florida,FL,2021-05-01,35076,2021-05-01
Florida,FL,2021-05-08,27798,2021-05-08
Florida,FL,2021-05-15,23043,2021-05-15
Florida,FL,2021-05-22,18833,2021-05-22
Florida,FL,2021-05-29,12627,2021-05-29
Florida,FL,2021-06-05,12064,2021-06-05
Florida,FL,2021-06-12,11452,2021-06-12
Florida,FL,2021-06-19,10096,2021-06-19
Florida,FL,2021-06-26,11051,2021-06-26
Florida,FL,2021-07-03,15684,2021-07-03
Florida,FL,2021-07-10,23801,2021-07-10
Florida,FL,2021-07-17,45449,2021-07-17
Florida,FL,2021-07-24,73166,2021-07-24
Florida,FL,2021-07-31,110725,2021-07-31
Florida,FL,2021-08-07,134751,2021-08-07
Florida,FL,2021-08-14,151765,2021-08-14
Florida,FL,2021-08-21,150736,2021-08-21
Florida,FL,2021-08-28,151760,2021-08-28
Florida,FL,2021-09-04,129206,2021-09-04
Florida,FL,2021-09-11,100248,2021-09-11
Florida,FL,2021-09-18,75997,2021-09-18
Florida,FL,2021-09-25,54108,2021-09-25
Florida,FL,2021-10-02,37302,2021-10-02
Florida,FL,2021-10-09,25184,2021-10-09
Florida,FL,2021-10-16,18807,2021-10-16
Florida,FL,2021-10-23,14563,2021-10-23
Florida,FL,2021-10-30,12146,2021-10-30
Florida,FL,2021-11-06,10504,2021-11-06
Florida,FL,2021-11-13,10302,2021-11-13
Florida,FL,2021-11-20,9888,2021-11-20
Florida,FL,2021-11-27,0,2021-11-27
Florida,FL,2021-12-04,19558,2021-12-04
Florida,FL,2021-12-11,12984,2021-12-11
Florida,FL,2021-12-18,28841,2021-12-18
Florida,FL,2021-12-25,124864,2021-12-25
Florida,FL,2022-01-01,302176,2022-01-01
Florida,FL,2022-01-08,396565,2022-01-08
Florida,FL,2022-01-15,429312,2022-01-15
Florida,FL,2022-01-22,288638,2022-01-22
Florida,FL,2022-01-29,197768,2022-01-29
Florida,FL,2022-02-05,131649,2022-02-05
Florida,FL,2022-02-12,121925,2022-02-12
Florida,FL,2022-02-19,42186,2022-02-19
Florida,FL,2022-02-26,25490,2022-02-26
Florida,FL,2022-03-05,14525,2022-03-05
Florida,FL,2022-03-12,10281,2022-03-12
Florida,FL,2022-03-19,0,2022-03-19
Florida,FL,2022-03-26,16741,2022-03-26
Florida,FL,2022-04-02,0,2022-04-02
Florida,FL,2022-04-09,21347,2022-04-09
Florida,FL,2022-04-16,0,2022-04-16
Florida,FL,2022-04-23,36371,2022-04-23
Florida,FL,2022-04-30,0,2022-04-30
Florida,FL,2022-05-07,59430,2022-05-07
Florida,FL,2022-05-14,0,2022-05-14
Florida,FL,2022-05-21,99630,2022-05-21
Florida,FL,2022-05-28,0,2022-05-28
Florida,FL,2022-06-04,138625,2022-06-04
Florida,FL,2022-06-11,0,2022-06-11
Florida,FL,2022-06-18,148789,2022-06-18
Florida,FL,2022-06-25,0,2022-06-25
Florida,FL,2022-07-02,148314,2022-07-02
Florida,FL,2022-07-09,0,2022-07-09
Florida,FL,2022-07-16,146068,2022-07-16
Florida,FL,2022-07-23,0,2022-07-23
Florida,FL,2022-07-30,149456,2022-07-30
Florida,FL,2022-08-06,1,2022-08-06
Florida,FL,2022-08-13,119917,2022-08-13
Florida,FL,2022-08-20,0,2022-08-20
Florida,FL,2022-08-27,88965,2022-08-27
Florida,FL,2022-09-03,180,2022-09-03
Florida,FL,2022-09-10,65964,2022-09-10
Florida,FL,2022-09-17,1709,2022-09-17
Florida,FL,2022-09-24,40419,2022-09-24
Florida,FL,2022-10-01,0,2022-10-01
Florida,FL,2022-10-08,22592,2022-10-08
Florida,FL,2022-10-15,0,2022-10-15
Florida,FL,2022-10-22,20055,2022-10-22
Florida,FL,2022-10-29,0,2022-10-29
Florida,FL,2022-11-05,23157,2022-11-05
Florida,FL,2022-11-12,0,2022-11-12
Florida,FL,2022-11-19,23486,2022-11-19
Florida,FL,2022-11-26,0,2022-11-26
Florida,FL,2022-12-03,30932,2022-12-03
Florida,FL,2022-12-10,0,2022-12-10
Florida,FL,2022-12-17,42553,2022-12-17
Florida,FL,2022-12-24,0,2022-12-24
Florida,FL,2022-12-31,6,2022-12-31
Florida,FL,2023-01-07,80743,2023-01-07
Florida,FL,2023-01-14,0,2023-01-14
Florida,FL,2023-01-21,50242,2023-01-21
Florida,FL,2023-01-28,0,2023-01-28
Florida,FL,2023-02-04,39903,2023-02-04
Florida,FL,2023-02-11,0,2023-02-11
Florida,FL,2023-02-18,33049,2023-02-18
Florida,FL,2023-02-25,0,2023-02-25
Florida,FL,2023-03-04,57684,2023-03-04
Florida,FL,2023-03-11,0,2023-03-11
Georgia,GA,2020-01-25,0,2020-01-25
Georgia,GA,2020-02-01,0,2020-02-01
Georgia,GA,2020-02-08,0,2020-02-08
Georgia,GA,2020-02-15,0,2020-02-15
Georgia,GA,2020-02-22,0,2020-02-22
Georgia,GA,2020-02-29,0,2020-02-29
Georgia,GA,2020-03-07,5,2020-03-07
Georgia,GA,2020-03-14,67,2020-03-14
Georgia,GA,2020-03-21,482,2020-03-21
Georgia,GA,2020-03-28,1747,2020-03-28
Georgia,GA,2020-04-04,3868,2020-04-04
Georgia,GA,2020-04-11,4850,2020-04-11
Georgia,GA,2020-04-18,5871,2020-04-18
Georgia,GA,2020-04-25,5305,2020-04-25
Georgia,GA,2020-05-02,5055,2020-05-02
Georgia,GA,2020-05-09,4319,2020-05-09
Georgia,GA,2020-05-16,3200,2020-05-16
Georgia,GA,2020-05-23,3887,2020-05-23
Georgia,GA,2020-05-30,5406,2020-05-30
Georgia,GA,2020-06-06,4681,2020-06-06
Georgia,GA,2020-06-13,5060,2020-06-13
Georgia,GA,2020-06-20,5953,2020-06-20
Georgia,GA,2020-06-27,10647,2020-06-27
Georgia,GA,2020-07-04,16800,2020-07-04
Georgia,GA,2020-07-11,18818,2020-07-11
Georgia,GA,2020-07-18,21608,2020-07-18
Georgia,GA,2020-07-25,22490,2020-07-25
Georgia,GA,2020-08-01,23254,2020-08-01
Georgia,GA,2020-08-08,22306,2020-08-08
Georgia,GA,2020-08-15,20843,2020-08-15
Georgia,GA,2020-08-22,17485,2020-08-22
Georgia,GA,2020-08-29,16044,2020-08-29
Georgia,GA,2020-09-05,13597,2020-09-05
Georgia,GA,2020-09-12,11131,2020-09-12
Georgia,GA,2020-09-19,11792,2020-09-19
Georgia,GA,2020-09-26,9680,2020-09-26
Georgia,GA,2020-10-03,8368,2020-10-03
Georgia,GA,2020-10-10,8925,2020-10-10
Georgia,GA,2020-10-17,10227,2020-10-17
Georgia,GA,2020-10-24,10405,2020-10-24
Georgia,GA,2020-10-31,10663,2020-10-31
Georgia,GA,2020-11-07,41789,2020-11-07
Georgia,GA,2020-11-14,19822,2020-11-14
Georgia,GA,2020-11-21,23167,2020-11-21
Georgia,GA,2020-11-28,19811,2020-11-28
Georgia,GA,2020-12-05,30455,2020-12-05
Georgia,GA,2020-12-12,37600,2020-12-12
Georgia,GA,2020-12-19,43108,2020-12-19
Georgia,GA,2020-12-26,44121,2020-12-26
Georgia,GA,2021-01-02,54427,2021-01-02
Georgia,GA,2021-01-09,61402,2021-01-09
Georgia,GA,2021-01-16,60162,2021-01-16
Georgia,GA,2021-01-23,52391,2021-01-23
Georgia,GA,2021-01-30,43345,2021-01-30
Georgia,GA,2021-02-06,31757,2021-02-06
Georgia,GA,2021-02-13,24801,2021-02-13
Georgia,GA,2021-02-20,20420,2021-02-20
Georgia,GA,2021-02-27,20897,2021-02-27
Georgia,GA,2021-03-06,17001,2021-03-06
Georgia,GA,2021-03-13,11299,2021-03-13
Georgia,GA,2021-03-20,11117,2021-03-20
Georgia,GA,2021-03-27,11247,2021-03-27
Georgia,GA,2021-04-03,9731,2021-04-03
Georgia,GA,2021-04-10,9265,2021-04-10
Georgia,GA,2021-04-17,10380,2021-04-17
Georgia,GA,2021-04-24,9264,2021-04-24
Georgia,GA,2021-05-01,8346,2021-05-01
Georgia,GA,2021-05-08,7754,2021-05-08
Georgia,GA,2021-05-15,5612,2021-05-15
Georgia,GA,2021-05-22,4429,2021-05-22
Georgia,GA,2021-05-29,3622,2021-05-29
Georgia,GA,2021-06-05,2541,2021-06-05
Georgia,GA,2021-06-12,2970,2021-06-12
Georgia,GA,2021-06-19,2374,2021-06-19
Georgia,GA,2021-06-26,2253,2021-06-26
Georgia,GA,2021-07-03,2418,2021-07-03
Georgia,GA,2021-07-10,3814,2021-07-10
Georgia,GA,2021-07-17,6377,2021-07-17
Georgia,GA,2021-07-24,11366,2021-07-24
Georgia,GA,2021-07-31,21016,2021-07-31
Georgia,GA,2021-08-07,31096,2021-08-07
Georgia,GA,2021-08-14,40151,2021-08-14
Georgia,GA,2021-08-21,52975,2021-08-21
Georgia,GA,2021-08-28,60969,2021-08-28
Georgia,GA,2021-09-04,61495,2021-09-04
Georgia,GA,2021-09-11,49238,2021-09-11
Georgia,GA,2021-09-18,39647,2021-09-18
Georgia,GA,2021-09-25,31581,2021-09-25
Georgia,GA,2021-10-02,23458,2021-10-02
Georgia,GA,2021-10-09,19859,2021-10-09
Georgia,GA,2021-10-16,12868,2021-10-16
Georgia,GA,2021-10-23,9664,2021-10-23
Georgia,GA,2021-10-30,8662,2021-10-30
Georgia,GA,2021-11-06,7824,2021-11-06
Georgia,GA,2021-11-13,7041,2021-11-13
Georgia,GA,2021-11-20,7834,2021-11-20
Georgia,GA,2021-11-27,4671,2021-11-27
Georgia,GA,2021-12-04,9744,2021-12-04
Georgia,GA,2021-12-11,10198,2021-12-11
Georgia,GA,2021-12-18,12615,2021-12-18
Georgia,GA,2021-12-25,40720,2021-12-25
Georgia,GA,2022-01-01,100389,2022-01-01
Georgia,GA,2022-01-08,84631,2022-01-08
Georgia,GA,2022-01-15,176159,2022-01-15
Georgia,GA,2022-01-22,110248,2022-01-22
Georgia,GA,2022-01-29,109892,2022-01-29
Georgia,GA,2022-02-05,52940,2022-02-05
Georgia,GA,2022-02-12,30551,2022-02-12
Georgia,GA,2022-02-19,17254,2022-02-19
Georgia,GA,2022-02-26,10696,2022-02-26
Georgia,GA,2022-03-05,7327,2022-03-05
Georgia,GA,2022-03-12,5682,2022-03-12
Georgia,GA,2022-03-19,5645,2022-03-19
Georgia,GA,2022-03-26,3245,2022-03-26
Georgia,GA,2022-04-02,14384,2022-04-02
Georgia,GA,2022-04-09,2925,2022-04-09
Georgia,GA,2022-04-16,3564,2022-04-16
Georgia,GA,2022-04-23,2632,2022-04-23
Georgia,GA,2022-04-30,5732,2022-04-30
Georgia,GA,2022-05-07,6567,2022-05-07
Georgia,GA,2022-05-14,8819,2022-05-14
Georgia,GA,2022-05-21,10704,2022-05-21
Georgia,GA,2022-05-28,13646,2022-05-28
Georgia,GA,2022-06-04,14397,2022-06-04
Georgia,GA,2022-06-11,17367,2022-06-11
Georgia,GA,2022-06-18,18463,2022-06-18
Georgia,GA,2022-06-25,17813,2022-06-25
Georgia,GA,2022-07-02,19874,2022-07-02
Georgia,GA,2022-07-09,19318,2022-07-09
Georgia,GA,2022-07-16,25516,2022-07-16
Georgia,GA,2022-07-23,26124,2022-07-23
Georgia,GA,2022-07-30,28360,2022-07-30
Georgia,GA,2022-08-06,26523,2022-08-06
Georgia,GA,2022-08-13,24090,2022-08-13
Georgia,GA,2022-08-20,24919,2022-08-20
Georgia,GA,2022-08-27,22546,2022-08-27
Georgia,GA,2022-09-03,17283,2022-09-03
Georgia,GA,2022-09-10,12121,2022-09-10
Georgia,GA,2022-09-17,9264,2022-09-17
Georgia,GA,2022-09-24,6980,2022-09-24
Georgia,GA,2022-10-01,4829,2022-10-01
Georgia,GA,2022-10-08,4136,2022-10-08
Georgia,GA,2022-10-15,3509,2022-10-15
