state,USPS,datew,incidD,date
Iowa,IA,2020-04-25,38,2020-04-25
Iowa,IA,2020-05-02,63,2020-05-02
Iowa,IA,2020-05-09,76,2020-05-09
Iowa,IA,2020-05-16,95,2020-05-16
Iowa,IA,2020-05-23,100,2020-05-23
Iowa,IA,2020-05-30,84,2020-05-30
Iowa,IA,2020-06-06,69,2020-06-06
Iowa,IA,2020-06-13,51,2020-06-13
Iowa,IA,2020-06-20,31,2020-06-20
Iowa,IA,2020-06-27,22,2020-06-27
Iowa,IA,2020-07-04,18,2020-07-04
Iowa,IA,2020-07-11,27,2020-07-11
Iowa,IA,2020-07-18,41,2020-07-18
Iowa,IA,2020-07-25,37,2020-07-25
Iowa,IA,2020-08-01,48,2020-08-01
Iowa,IA,2020-08-08,53,2020-08-08
Iowa,IA,2020-08-15,48,2020-08-15
Iowa,IA,2020-08-22,58,2020-08-22
Iowa,IA,2020-08-29,76,2020-08-29
Iowa,IA,2020-09-05,55,2020-09-05
Iowa,IA,2020-09-12,54,2020-09-12
Iowa,IA,2020-09-19,47,2020-09-19
Iowa,IA,2020-09-26,48,2020-09-26
Iowa,IA,2020-10-03,67,2020-10-03
Iowa,IA,2020-10-10,77,2020-10-10
Iowa,IA,2020-10-17,70,2020-10-17
Iowa,IA,2020-10-24,105,2020-10-24
Iowa,IA,2020-10-31,83,2020-10-31
Iowa,IA,2020-11-07,125,2020-11-07
Iowa,IA,2020-11-14,142,2020-11-14
Iowa,IA,2020-11-21,204,2020-11-21
Iowa,IA,2020-11-28,175,2020-11-28
Iowa,IA,2020-12-05,277,2020-12-05
Iowa,IA,2020-12-12,570,2020-12-12
Iowa,IA,2020-12-19,324,2020-12-19
Iowa,IA,2020-12-26,211,2020-12-26
Iowa,IA,2021-01-02,201,2021-01-02
Iowa,IA,2021-01-09,183,2021-01-09
Iowa,IA,2021-01-16,194,2021-01-16
Iowa,IA,2021-01-23,165,2021-01-23
Iowa,IA,2021-01-30,165,2021-01-30
Iowa,IA,2021-02-06,457,2021-02-06
Iowa,IA,2021-02-13,128,2021-02-13
Iowa,IA,2021-02-20,100,2021-02-20
Iowa,IA,2021-02-27,134,2021-02-27
Iowa,IA,2021-03-06,81,2021-03-06
Iowa,IA,2021-03-13,79,2021-03-13
Iowa,IA,2021-03-20,42,2021-03-20
Iowa,IA,2021-03-27,44,2021-03-27
Iowa,IA,2021-04-03,104,2021-04-03
Iowa,IA,2021-04-10,35,2021-04-10
Iowa,IA,2021-04-17,26,2021-04-17
Iowa,IA,2021-04-24,46,2021-04-24
Iowa,IA,2021-05-01,25,2021-05-01
Iowa,IA,2021-05-08,31,2021-05-08
Iowa,IA,2021-05-15,17,2021-05-15
Iowa,IA,2021-05-22,34,2021-05-22
Iowa,IA,2021-05-29,21,2021-05-29
Iowa,IA,2021-06-05,13,2021-06-05
Iowa,IA,2021-06-12,31,2021-06-12
Iowa,IA,2021-06-19,13,2021-06-19
Iowa,IA,2021-06-26,19,2021-06-26
Iowa,IA,2021-07-03,15,2021-07-03
Iowa,IA,2021-07-10,3,2021-07-10
Iowa,IA,2021-07-17,9,2021-07-17
Iowa,IA,2021-07-24,12,2021-07-24
Iowa,IA,2021-07-31,13,2021-07-31
Iowa,IA,2021-08-07,10,2021-08-07
Iowa,IA,2021-08-14,17,2021-08-14
Iowa,IA,2021-08-21,16,2021-08-21
Iowa,IA,2021-08-28,42,2021-08-28
Iowa,IA,2021-09-04,39,2021-09-04
Iowa,IA,2021-09-11,30,2021-09-11
Iowa,IA,2021-09-18,64,2021-09-18
Iowa,IA,2021-09-25,82,2021-09-25
Iowa,IA,2021-10-02,80,2021-10-02
Iowa,IA,2021-10-09,88,2021-10-09
Iowa,IA,2021-10-16,97,2021-10-16
Iowa,IA,2021-10-23,100,2021-10-23
Iowa,IA,2021-10-30,117,2021-10-30
Iowa,IA,2021-11-06,104,2021-11-06
Iowa,IA,2021-11-13,97,2021-11-13
Iowa,IA,2021-11-20,102,2021-11-20
Iowa,IA,2021-11-27,86,2021-11-27
Iowa,IA,2021-12-04,91,2021-12-04
Iowa,IA,2021-12-11,105,2021-12-11
Iowa,IA,2021-12-18,130,2021-12-18
Iowa,IA,2021-12-25,119,2021-12-25
Iowa,IA,2022-01-01,59,2022-01-01
Iowa,IA,2022-01-08,161,2022-01-08
Iowa,IA,2022-01-15,182,2022-01-15
Iowa,IA,2022-01-22,116,2022-01-22
Iowa,IA,2022-01-29,182,2022-01-29
Iowa,IA,2022-02-05,158,2022-02-05
Iowa,IA,2022-02-12,172,2022-02-12
Iowa,IA,2022-02-19,119,2022-02-19
Iowa,IA,2022-02-26,137,2022-02-26
Iowa,IA,2022-03-05,85,2022-03-05
Iowa,IA,2022-03-12,88,2022-03-12
Iowa,IA,2022-03-19,83,2022-03-19
Iowa,IA,2022-03-26,46,2022-03-26
Iowa,IA,2022-04-02,42,2022-04-02
Iowa,IA,2022-04-09,24,2022-04-09
Iowa,IA,2022-04-16,21,2022-04-16
Iowa,IA,2022-04-23,35,2022-04-23
Iowa,IA,2022-04-30,19,2022-04-30
Iowa,IA,2022-05-07,4,2022-05-07
Iowa,IA,2022-05-14,21,2022-05-14
Iowa,IA,2022-05-21,17,2022-05-21
Iowa,IA,2022-05-28,16,2022-05-28
Iowa,IA,2022-06-04,13,2022-06-04
Iowa,IA,2022-06-11,15,2022-06-11
Iowa,IA,2022-06-18,0,2022-06-18
Iowa,IA,2022-06-25,65,2022-06-25
Iowa,IA,2022-07-02,9,2022-07-02
Iowa,IA,2022-07-09,14,2022-07-09
Iowa,IA,2022-07-16,16,2022-07-16
Iowa,IA,2022-07-23,41,2022-07-23
Iowa,IA,2022-07-30,22,2022-07-30
Iowa,IA,2022-08-06,35,2022-08-06
Iowa,IA,2022-08-13,32,2022-08-13
Iowa,IA,2022-08-20,32,2022-08-20
Iowa,IA,2022-08-27,25,2022-08-27
Iowa,IA,2022-09-03,34,2022-09-03
Iowa,IA,2022-09-10,28,2022-09-10
Iowa,IA,2022-09-17,26,2022-09-17
Iowa,IA,2022-09-24,56,2022-09-24
Iowa,IA,2022-10-01,26,2022-10-01
Iowa,IA,2022-10-08,21,2022-10-08
Iowa,IA,2022-10-15,28,2022-10-15
Iowa,IA,2022-10-22,28,2022-10-22
Iowa,IA,2022-10-29,25,2022-10-29
Iowa,IA,2022-11-05,30,2022-11-05
Iowa,IA,2022-11-12,22,2022-11-12
Iowa,IA,2022-11-19,24,2022-11-19
Iowa,IA,2022-11-26,23,2022-11-26
Iowa,IA,2022-12-03,18,2022-12-03
Iowa,IA,2022-12-10,21,2022-12-10
Iowa,IA,2022-12-17,26,2022-12-17
Iowa,IA,2022-12-24,45,2022-12-24
Iowa,IA,2022-12-31,36,2022-12-31
Iowa,IA,2023-01-07,40,2023-01-07
Iowa,IA,2023-01-14,46,2023-01-14
Iowa,IA,2023-01-21,29,2023-01-21
Iowa,IA,2023-01-28,29,2023-01-28
Iowa,IA,2023-02-04,31,2023-02-04
Iowa,IA,2023-02-11,28,2023-02-11
Iowa,IA,2023-02-18,28,2023-02-18
Iowa,IA,2023-02-25,18,2023-02-25
Iowa,IA,2023-03-04,29,2023-03-04
Iowa,IA,2023-03-11,25,2023-03-11
Kansas,KS,2020-01-25,0,2020-01-25
Kansas,KS,2020-02-01,0,2020-02-01
Kansas,KS,2020-02-08,0,2020-02-08
Kansas,KS,2020-02-15,0,2020-02-15
Kansas,KS,2020-02-22,0,2020-02-22
Kansas,KS,2020-02-29,0,2020-02-29
Kansas,KS,2020-03-07,0,2020-03-07
Kansas,KS,2020-03-14,1,2020-03-14
Kansas,KS,2020-03-21,1,2020-03-21
Kansas,KS,2020-03-28,2,2020-03-28
Kansas,KS,2020-04-04,14,2020-04-04
Kansas,KS,2020-04-11,26,2020-04-11
Kansas,KS,2020-04-18,41,2020-04-18
Kansas,KS,2020-04-25,35,2020-04-25
Kansas,KS,2020-05-02,22,2020-05-02
Kansas,KS,2020-05-09,32,2020-05-09
Kansas,KS,2020-05-16,21,2020-05-16
Kansas,KS,2020-05-23,10,2020-05-23
Kansas,KS,2020-05-30,10,2020-05-30
Kansas,KS,2020-06-06,17,2020-06-06
Kansas,KS,2020-06-13,12,2020-06-13
Kansas,KS,2020-06-20,12,2020-06-20
Kansas,KS,2020-06-27,11,2020-06-27
Kansas,KS,2020-07-04,15,2020-07-04
Kansas,KS,2020-07-11,11,2020-07-11
Kansas,KS,2020-07-18,11,2020-07-18
Kansas,KS,2020-07-25,23,2020-07-25
Kansas,KS,2020-08-01,29,2020-08-01
Kansas,KS,2020-08-08,22,2020-08-08
Kansas,KS,2020-08-15,26,2020-08-15
Kansas,KS,2020-08-22,22,2020-08-22
Kansas,KS,2020-08-29,25,2020-08-29
Kansas,KS,2020-09-05,29,2020-09-05
Kansas,KS,2020-09-12,47,2020-09-12
Kansas,KS,2020-09-19,68,2020-09-19
Kansas,KS,2020-09-26,41,2020-09-26
Kansas,KS,2020-10-03,57,2020-10-03
Kansas,KS,2020-10-10,82,2020-10-10
Kansas,KS,2020-10-17,86,2020-10-17
Kansas,KS,2020-10-24,97,2020-10-24
Kansas,KS,2020-10-31,69,2020-10-31
Kansas,KS,2020-11-07,73,2020-11-07
Kansas,KS,2020-11-14,84,2020-11-14
Kansas,KS,2020-11-21,143,2020-11-21
Kansas,KS,2020-11-28,97,2020-11-28
Kansas,KS,2020-12-05,192,2020-12-05
Kansas,KS,2020-12-12,225,2020-12-12
Kansas,KS,2020-12-19,376,2020-12-19
Kansas,KS,2020-12-26,236,2020-12-26
Kansas,KS,2021-01-02,323,2021-01-02
Kansas,KS,2021-01-09,201,2021-01-09
Kansas,KS,2021-01-16,532,2021-01-16
Kansas,KS,2021-01-23,99,2021-01-23
Kansas,KS,2021-01-30,190,2021-01-30
Kansas,KS,2021-02-06,306,2021-02-06
Kansas,KS,2021-02-13,251,2021-02-13
Kansas,KS,2021-02-20,236,2021-02-20
Kansas,KS,2021-02-27,93,2021-02-27
Kansas,KS,2021-03-06,73,2021-03-06
Kansas,KS,2021-03-13,39,2021-03-13
Kansas,KS,2021-03-20,26,2021-03-20
Kansas,KS,2021-03-27,43,2021-03-27
Kansas,KS,2021-04-03,29,2021-04-03
Kansas,KS,2021-04-10,9,2021-04-10
Kansas,KS,2021-04-17,28,2021-04-17
Kansas,KS,2021-04-24,20,2021-04-24
Kansas,KS,2021-05-01,22,2021-05-01
Kansas,KS,2021-05-08,34,2021-05-08
Kansas,KS,2021-05-15,23,2021-05-15
Kansas,KS,2021-05-22,16,2021-05-22
Kansas,KS,2021-05-29,21,2021-05-29
Kansas,KS,2021-06-05,6,2021-06-05
Kansas,KS,2021-06-12,22,2021-06-12
Kansas,KS,2021-06-19,22,2021-06-19
Kansas,KS,2021-06-26,19,2021-06-26
Kansas,KS,2021-07-03,14,2021-07-03
Kansas,KS,2021-07-10,19,2021-07-10
Kansas,KS,2021-07-17,12,2021-07-17
Kansas,KS,2021-07-24,52,2021-07-24
Kansas,KS,2021-07-31,23,2021-07-31
Kansas,KS,2021-08-07,44,2021-08-07
Kansas,KS,2021-08-14,85,2021-08-14
Kansas,KS,2021-08-21,108,2021-08-21
Kansas,KS,2021-08-28,53,2021-08-28
Kansas,KS,2021-09-04,84,2021-09-04
Kansas,KS,2021-09-11,134,2021-09-11
Kansas,KS,2021-09-18,97,2021-09-18
Kansas,KS,2021-09-25,116,2021-09-25
Kansas,KS,2021-10-02,88,2021-10-02
Kansas,KS,2021-10-09,57,2021-10-09
Kansas,KS,2021-10-16,38,2021-10-16
Kansas,KS,2021-10-23,49,2021-10-23
Kansas,KS,2021-10-30,201,2021-10-30
Kansas,KS,2021-11-06,77,2021-11-06
Kansas,KS,2021-11-13,113,2021-11-13
Kansas,KS,2021-11-20,27,2021-11-20
Kansas,KS,2021-11-27,47,2021-11-27
Kansas,KS,2021-12-04,101,2021-12-04
Kansas,KS,2021-12-11,46,2021-12-11
Kansas,KS,2021-12-18,43,2021-12-18
Kansas,KS,2021-12-25,31,2021-12-25
Kansas,KS,2022-01-01,70,2022-01-01
Kansas,KS,2022-01-08,129,2022-01-08
Kansas,KS,2022-01-15,65,2022-01-15
Kansas,KS,2022-01-22,154,2022-01-22
Kansas,KS,2022-01-29,197,2022-01-29
Kansas,KS,2022-02-05,191,2022-02-05
Kansas,KS,2022-02-12,7,2022-02-12
Kansas,KS,2022-02-19,180,2022-02-19
Kansas,KS,2022-02-26,29,2022-02-26
Kansas,KS,2022-03-05,47,2022-03-05
Kansas,KS,2022-03-12,34,2022-03-12
Kansas,KS,2022-03-19,138,2022-03-19
Kansas,KS,2022-03-26,75,2022-03-26
Kansas,KS,2022-04-02,178,2022-04-02
Kansas,KS,2022-04-09,1,2022-04-09
Kansas,KS,2022-04-16,126,2022-04-16
Kansas,KS,2022-04-23,71,2022-04-23
Kansas,KS,2022-04-30,40,2022-04-30
Kansas,KS,2022-05-07,55,2022-05-07
Kansas,KS,2022-05-14,28,2022-05-14
Kansas,KS,2022-05-21,79,2022-05-21
Kansas,KS,2022-05-28,94,2022-05-28
Kansas,KS,2022-06-04,5,2022-06-04
Kansas,KS,2022-06-11,3,2022-06-11
Kansas,KS,2022-06-18,1,2022-06-18
Kansas,KS,2022-06-25,7,2022-06-25
Kansas,KS,2022-07-02,9,2022-07-02
Kansas,KS,2022-07-09,5,2022-07-09
Kansas,KS,2022-07-16,3,2022-07-16
Kansas,KS,2022-07-23,8,2022-07-23
Kansas,KS,2022-07-30,2,2022-07-30
Kansas,KS,2022-08-06,0,2022-08-06
Kansas,KS,2022-08-13,6,2022-08-13
Kansas,KS,2022-08-20,8,2022-08-20
Kansas,KS,2022-08-27,12,2022-08-27
Kansas,KS,2022-09-03,59,2022-09-03
Kansas,KS,2022-09-10,16,2022-09-10
Kansas,KS,2022-09-17,42,2022-09-17
Kansas,KS,2022-09-24,9,2022-09-24
Kansas,KS,2022-10-01,476,2022-10-01
Kansas,KS,2022-10-08,19,2022-10-08
Kansas,KS,2022-10-15,17,2022-10-15
Kansas,KS,2022-10-22,11,2022-10-22
Kansas,KS,2022-10-29,6,2022-10-29
Kansas,KS,2022-11-05,13,2022-11-05
Kansas,KS,2022-11-12,6,2022-11-12
Kansas,KS,2022-11-19,26,2022-11-19
Kansas,KS,2022-11-26,5,2022-11-26
Kansas,KS,2022-12-03,22,2022-12-03
Kansas,KS,2022-12-10,13,2022-12-10
Kansas,KS,2022-12-17,10,2022-12-17
Kansas,KS,2022-12-24,7,2022-12-24
Kansas,KS,2022-12-31,7,2022-12-31
Kansas,KS,2023-01-07,37,2023-01-07
Kansas,KS,2023-01-14,81,2023-01-14
Kansas,KS,2023-01-21,69,2023-01-21
Kansas,KS,2023-01-28,41,2023-01-28
Kansas,KS,2023-02-04,25,2023-02-04
Kansas,KS,2023-02-11,26,2023-02-11
Kansas,KS,2023-02-18,34,2023-02-18
Kansas,KS,2023-02-25,5,2023-02-25
Kansas,KS,2023-03-04,21,2023-03-04
Kansas,KS,2023-03-11,12,2023-03-11
Kentucky,KY,2020-01-25,0,2020-01-25
Kentucky,KY,2020-02-01,0,2020-02-01
Kentucky,KY,2020-02-08,0,2020-02-08
Kentucky,KY,2020-02-15,0,2020-02-15
Kentucky,KY,2020-02-22,0,2020-02-22
Kentucky,KY,2020-02-29,0,2020-02-29
Kentucky,KY,2020-03-07,0,2020-03-07
Kentucky,KY,2020-03-14,0,2020-03-14
Kentucky,KY,2020-03-21,3,2020-03-21
Kentucky,KY,2020-03-28,6,2020-03-28
Kentucky,KY,2020-04-04,25,2020-04-04
Kentucky,KY,2020-04-11,33,2020-04-11
Kentucky,KY,2020-04-18,71,2020-04-18
Kentucky,KY,2020-04-25,67,2020-04-25
Kentucky,KY,2020-05-02,43,2020-05-02
Kentucky,KY,2020-05-09,56,2020-05-09
Kentucky,KY,2020-05-16,30,2020-05-16
Kentucky,KY,2020-05-23,57,2020-05-23
Kentucky,KY,2020-05-30,40,2020-05-30
Kentucky,KY,2020-06-06,38,2020-06-06
Kentucky,KY,2020-06-13,28,2020-06-13
Kentucky,KY,2020-06-20,25,2020-06-20
Kentucky,KY,2020-06-27,30,2020-06-27
Kentucky,KY,2020-07-04,30,2020-07-04
Kentucky,KY,2020-07-11,37,2020-07-11
Kentucky,KY,2020-07-18,45,2020-07-18
Kentucky,KY,2020-07-25,28,2020-07-25
Kentucky,KY,2020-08-01,44,2020-08-01
Kentucky,KY,2020-08-08,35,2020-08-08
Kentucky,KY,2020-08-15,38,2020-08-15
Kentucky,KY,2020-08-22,62,2020-08-22
Kentucky,KY,2020-08-29,49,2020-08-29
Kentucky,KY,2020-09-05,73,2020-09-05
Kentucky,KY,2020-09-12,63,2020-09-12
Kentucky,KY,2020-09-19,50,2020-09-19
Kentucky,KY,2020-09-26,47,2020-09-26
Kentucky,KY,2020-10-03,51,2020-10-03
Kentucky,KY,2020-10-10,44,2020-10-10
Kentucky,KY,2020-10-17,63,2020-10-17
Kentucky,KY,2020-10-24,92,2020-10-24
Kentucky,KY,2020-10-31,81,2020-10-31
Kentucky,KY,2020-11-07,76,2020-11-07
Kentucky,KY,2020-11-14,97,2020-11-14
Kentucky,KY,2020-11-21,125,2020-11-21
Kentucky,KY,2020-11-28,102,2020-11-28
Kentucky,KY,2020-12-05,178,2020-12-05
Kentucky,KY,2020-12-12,129,2020-12-12
Kentucky,KY,2020-12-19,179,2020-12-19
Kentucky,KY,2020-12-26,161,2020-12-26
Kentucky,KY,2021-01-02,164,2021-01-02
Kentucky,KY,2021-01-09,180,2021-01-09
Kentucky,KY,2021-01-16,218,2021-01-16
Kentucky,KY,2021-01-23,293,2021-01-23
Kentucky,KY,2021-01-30,328,2021-01-30
Kentucky,KY,2021-02-06,306,2021-02-06
Kentucky,KY,2021-02-13,252,2021-02-13
Kentucky,KY,2021-02-20,154,2021-02-20
Kentucky,KY,2021-02-27,199,2021-02-27
Kentucky,KY,2021-03-06,181,2021-03-06
Kentucky,KY,2021-03-13,160,2021-03-13
Kentucky,KY,2021-03-20,754,2021-03-20
Kentucky,KY,2021-03-27,302,2021-03-27
Kentucky,KY,2021-04-03,125,2021-04-03
Kentucky,KY,2021-04-10,92,2021-04-10
Kentucky,KY,2021-04-17,91,2021-04-17
Kentucky,KY,2021-04-24,104,2021-04-24
Kentucky,KY,2021-05-01,76,2021-05-01
Kentucky,KY,2021-05-08,64,2021-05-08
Kentucky,KY,2021-05-15,68,2021-05-15
Kentucky,KY,2021-05-22,56,2021-05-22
Kentucky,KY,2021-05-29,78,2021-05-29
Kentucky,KY,2021-06-05,309,2021-06-05
Kentucky,KY,2021-06-12,65,2021-06-12
Kentucky,KY,2021-06-19,29,2021-06-19
Kentucky,KY,2021-06-26,24,2021-06-26
Kentucky,KY,2021-07-03,31,2021-07-03
Kentucky,KY,2021-07-10,21,2021-07-10
Kentucky,KY,2021-07-17,34,2021-07-17
Kentucky,KY,2021-07-24,23,2021-07-24
Kentucky,KY,2021-07-31,25,2021-07-31
Kentucky,KY,2021-08-07,36,2021-08-07
Kentucky,KY,2021-08-14,59,2021-08-14
Kentucky,KY,2021-08-21,98,2021-08-21
Kentucky,KY,2021-08-28,165,2021-08-28
Kentucky,KY,2021-09-04,176,2021-09-04
Kentucky,KY,2021-09-11,144,2021-09-11
Kentucky,KY,2021-09-18,282,2021-09-18
Kentucky,KY,2021-09-25,230,2021-09-25
Kentucky,KY,2021-10-02,328,2021-10-02
Kentucky,KY,2021-10-09,249,2021-10-09
Kentucky,KY,2021-10-16,239,2021-10-16
Kentucky,KY,2021-10-23,246,2021-10-23
Kentucky,KY,2021-10-30,186,2021-10-30
Kentucky,KY,2021-11-06,199,2021-11-06
Kentucky,KY,2021-11-13,284,2021-11-13
Kentucky,KY,2021-11-20,389,2021-11-20
Kentucky,KY,2021-11-27,230,2021-11-27
Kentucky,KY,2021-12-04,280,2021-12-04
Kentucky,KY,2021-12-11,440,2021-12-11
Kentucky,KY,2021-12-18,189,2021-12-18
Kentucky,KY,2021-12-25,132,2021-12-25
Kentucky,KY,2022-01-01,200,2022-01-01
Kentucky,KY,2022-01-08,240,2022-01-08
Kentucky,KY,2022-01-15,159,2022-01-15
Kentucky,KY,2022-01-22,170,2022-01-22
Kentucky,KY,2022-01-29,203,2022-01-29
Kentucky,KY,2022-02-05,173,2022-02-05
Kentucky,KY,2022-02-12,237,2022-02-12
Kentucky,KY,2022-02-19,264,2022-02-19
Kentucky,KY,2022-02-26,194,2022-02-26
Kentucky,KY,2022-03-05,260,2022-03-05
Kentucky,KY,2022-03-12,79,2022-03-12
Kentucky,KY,2022-03-19,283,2022-03-19
Kentucky,KY,2022-03-26,279,2022-03-26
Kentucky,KY,2022-04-02,236,2022-04-02
Kentucky,KY,2022-04-09,131,2022-04-09
Kentucky,KY,2022-04-16,174,2022-04-16
Kentucky,KY,2022-04-23,97,2022-04-23
Kentucky,KY,2022-04-30,116,2022-04-30
Kentucky,KY,2022-05-07,155,2022-05-07
Kentucky,KY,2022-05-14,165,2022-05-14
Kentucky,KY,2022-05-21,93,2022-05-21
Kentucky,KY,2022-05-28,78,2022-05-28
Kentucky,KY,2022-06-04,37,2022-06-04
Kentucky,KY,2022-06-11,63,2022-06-11
Kentucky,KY,2022-06-18,59,2022-06-18
Kentucky,KY,2022-06-25,51,2022-06-25
Kentucky,KY,2022-07-02,30,2022-07-02
Kentucky,KY,2022-07-09,38,2022-07-09
Kentucky,KY,2022-07-16,61,2022-07-16
Kentucky,KY,2022-07-23,49,2022-07-23
Kentucky,KY,2022-07-30,59,2022-07-30
Kentucky,KY,2022-08-06,45,2022-08-06
Kentucky,KY,2022-08-13,68,2022-08-13
Kentucky,KY,2022-08-20,76,2022-08-20
Kentucky,KY,2022-08-27,63,2022-08-27
Kentucky,KY,2022-09-03,76,2022-09-03
Kentucky,KY,2022-09-10,78,2022-09-10
Kentucky,KY,2022-09-17,65,2022-09-17
Kentucky,KY,2022-09-24,80,2022-09-24
Kentucky,KY,2022-10-01,67,2022-10-01
Kentucky,KY,2022-10-08,61,2022-10-08
Kentucky,KY,2022-10-15,81,2022-10-15
Kentucky,KY,2022-10-22,80,2022-10-22
Kentucky,KY,2022-10-29,70,2022-10-29
Kentucky,KY,2022-11-05,60,2022-11-05
Kentucky,KY,2022-11-12,40,2022-11-12
Kentucky,KY,2022-11-19,49,2022-11-19
Kentucky,KY,2022-11-26,49,2022-11-26
Kentucky,KY,2022-12-03,42,2022-12-03
Kentucky,KY,2022-12-10,28,2022-12-10
Kentucky,KY,2022-12-17,49,2022-12-17
Kentucky,KY,2022-12-24,46,2022-12-24
Kentucky,KY,2022-12-31,46,2022-12-31
Kentucky,KY,2023-01-07,27,2023-01-07
Kentucky,KY,2023-01-14,37,2023-01-14
Kentucky,KY,2023-01-21,59,2023-01-21
Kentucky,KY,2023-01-28,45,2023-01-28
Kentucky,KY,2023-02-04,52,2023-02-04
Kentucky,KY,2023-02-11,49,2023-02-11
Kentucky,KY,2023-02-18,61,2023-02-18
Kentucky,KY,2023-02-25,55,2023-02-25
Kentucky,KY,2023-03-04,39,2023-03-04
Kentucky,KY,2023-03-11,36,2023-03-11
Louisiana,LA,2020-01-25,0,2020-01-25
Louisiana,LA,2020-02-01,0,2020-02-01
Louisiana,LA,2020-02-08,0,2020-02-08
Louisiana,LA,2020-02-15,0,2020-02-15
Louisiana,LA,2020-02-22,0,2020-02-22
Louisiana,LA,2020-02-29,0,2020-02-29
Louisiana,LA,2020-03-07,0,2020-03-07
Louisiana,LA,2020-03-14,1,2020-03-14
Louisiana,LA,2020-03-21,19,2020-03-21
Louisiana,LA,2020-03-28,116,2020-03-28
Louisiana,LA,2020-04-04,272,2020-04-04
Louisiana,LA,2020-04-11,389,2020-04-11
Louisiana,LA,2020-04-18,469,2020-04-18
Louisiana,LA,2020-04-25,377,2020-04-25
Louisiana,LA,2020-05-02,303,2020-05-02
Louisiana,LA,2020-05-09,240,2020-05-09
Louisiana,LA,2020-05-16,227,2020-05-16
Louisiana,LA,2020-05-23,92,2020-05-23
Louisiana,LA,2020-05-30,173,2020-05-30
Louisiana,LA,2020-06-06,134,2020-06-06
Louisiana,LA,2020-06-13,78,2020-06-13
Louisiana,LA,2020-06-20,99,2020-06-20
Louisiana,LA,2020-06-27,87,2020-06-27
Louisiana,LA,2020-07-04,93,2020-07-04
Louisiana,LA,2020-07-11,125,2020-07-11
Louisiana,LA,2020-07-18,104,2020-07-18
Louisiana,LA,2020-07-25,205,2020-07-25
Louisiana,LA,2020-08-01,232,2020-08-01
Louisiana,LA,2020-08-08,254,2020-08-08
Louisiana,LA,2020-08-15,218,2020-08-15
Louisiana,LA,2020-08-22,239,2020-08-22
Louisiana,LA,2020-08-29,195,2020-08-29
Louisiana,LA,2020-09-05,131,2020-09-05
Louisiana,LA,2020-09-12,158,2020-09-12
Louisiana,LA,2020-09-19,142,2020-09-19
Louisiana,LA,2020-09-26,89,2020-09-26
Louisiana,LA,2020-10-03,94,2020-10-03
Louisiana,LA,2020-10-10,85,2020-10-10
Louisiana,LA,2020-10-17,87,2020-10-17
Louisiana,LA,2020-10-24,87,2020-10-24
Louisiana,LA,2020-10-31,91,2020-10-31
Louisiana,LA,2020-11-07,82,2020-11-07
Louisiana,LA,2020-11-14,98,2020-11-14
Louisiana,LA,2020-11-21,348,2020-11-21
Louisiana,LA,2020-11-28,157,2020-11-28
Louisiana,LA,2020-12-05,157,2020-12-05
Louisiana,LA,2020-12-12,220,2020-12-12
Louisiana,LA,2020-12-19,226,2020-12-19
Louisiana,LA,2020-12-26,279,2020-12-26
Louisiana,LA,2021-01-02,215,2021-01-02
Louisiana,LA,2021-01-09,345,2021-01-09
Louisiana,LA,2021-01-16,248,2021-01-16
Louisiana,LA,2021-01-23,403,2021-01-23
Louisiana,LA,2021-01-30,318,2021-01-30
Louisiana,LA,2021-02-06,275,2021-02-06
Louisiana,LA,2021-02-13,200,2021-02-13
Louisiana,LA,2021-02-20,163,2021-02-20
Louisiana,LA,2021-02-27,148,2021-02-27
Louisiana,LA,2021-03-06,129,2021-03-06
Louisiana,LA,2021-03-13,145,2021-03-13
Louisiana,LA,2021-03-20,126,2021-03-20
Louisiana,LA,2021-03-27,99,2021-03-27
Louisiana,LA,2021-04-03,75,2021-04-03
Louisiana,LA,2021-04-10,55,2021-04-10
Louisiana,LA,2021-04-17,66,2021-04-17
Louisiana,LA,2021-04-24,53,2021-04-24
Louisiana,LA,2021-05-01,46,2021-05-01
Louisiana,LA,2021-05-08,51,2021-05-08
Louisiana,LA,2021-05-15,45,2021-05-15
Louisiana,LA,2021-05-22,44,2021-05-22
Louisiana,LA,2021-05-29,54,2021-05-29
Louisiana,LA,2021-06-05,39,2021-06-05
Louisiana,LA,2021-06-12,34,2021-06-12
Louisiana,LA,2021-06-19,39,2021-06-19
Louisiana,LA,2021-06-26,32,2021-06-26
Louisiana,LA,2021-07-03,34,2021-07-03
Louisiana,LA,2021-07-10,27,2021-07-10
Louisiana,LA,2021-07-17,48,2021-07-17
Louisiana,LA,2021-07-24,72,2021-07-24
Louisiana,LA,2021-07-31,99,2021-07-31
Louisiana,LA,2021-08-07,211,2021-08-07
Louisiana,LA,2021-08-14,307,2021-08-14
Louisiana,LA,2021-08-21,400,2021-08-21
Louisiana,LA,2021-08-28,441,2021-08-28
Louisiana,LA,2021-09-04,349,2021-09-04
Louisiana,LA,2021-09-11,349,2021-09-11
Louisiana,LA,2021-09-18,362,2021-09-18
Louisiana,LA,2021-09-25,323,2021-09-25
Louisiana,LA,2021-10-02,246,2021-10-02
Louisiana,LA,2021-10-09,185,2021-10-09
Louisiana,LA,2021-10-16,147,2021-10-16
Louisiana,LA,2021-10-23,142,2021-10-23
Louisiana,LA,2021-10-30,83,2021-10-30
