state,USPS,datew,incidD,date,out,no,back_date
Missouri,MO,2/20/2021,279,2/20/2021,0,,
Missouri,MO,2/27/2021,223,2/27/2021,0,,
Missouri,MO,3/6/2021,232,3/6/2021,0,,
Missouri,MO,3/13/2021,148,3/13/2021,0,,
Missouri,MO,3/20/2021,53,3/20/2021,0,,
Missouri,MO,3/27/2021,83,3/27/2021,0,,
Missouri,MO,4/3/2021,70,4/3/2021,0,,
Missouri,MO,4/10/2021,20,4/10/2021,0,,
Missouri,MO,4/17/2021,125,4/17/2021,0,,
Missouri,MO,4/24/2021,63,4/24/2021,0,,
Missouri,MO,5/1/2021,73,5/1/2021,0,,
Missouri,MO,5/8/2021,79,5/8/2021,0,,
Missouri,MO,5/15/2021,46,5/15/2021,0,,
Missouri,MO,5/22/2021,150,5/22/2021,1,,
Missouri,MO,5/29/2021,76,5/29/2021,0,,
Missouri,MO,6/5/2021,62,6/5/2021,0,,
Missouri,MO,6/12/2021,59,6/12/2021,0,,
Missouri,MO,6/19/2021,33,6/19/2021,0,,
Missouri,MO,6/26/2021,28,6/26/2021,0,,
Missouri,MO,7/3/2021,80,7/3/2021,0,,
Missouri,MO,7/10/2021,48,7/10/2021,0,,
Missouri,MO,7/17/2021,90,7/17/2021,0,,
Missouri,MO,7/24/2021,85,7/24/2021,0,,
Missouri,MO,7/31/2021,120,7/31/2021,0,,
Missouri,MO,8/7/2021,175,8/7/2021,0,,
Missouri,MO,8/14/2021,203,8/14/2021,0,,
Missouri,MO,8/21/2021,181,8/21/2021,0,,
Missouri,MO,8/28/2021,250,8/28/2021,0,,
Missouri,MO,9/4/2021,222,9/4/2021,0,,
Missouri,MO,9/11/2021,227,9/11/2021,0,,
Missouri,MO,9/18/2021,191,9/18/2021,0,,
Missouri,MO,9/25/2021,269,9/25/2021,0,,
Missouri,MO,10/2/2021,190,10/2/2021,0,,
Missouri,MO,10/9/2021,174,10/9/2021,0,,
Missouri,MO,10/16/2021,152,10/16/2021,0,,
Missouri,MO,10/23/2021,120,10/23/2021,0,,
Missouri,MO,10/30/2021,101,10/30/2021,0,,
Missouri,MO,11/6/2021,154,11/6/2021,0,,
Missouri,MO,11/13/2021,136,11/13/2021,0,,
Missouri,MO,11/20/2021,162,11/20/2021,0,,
Missouri,MO,11/27/2021,164,11/27/2021,0,,
Missouri,MO,12/4/2021,2539,12/4/2021,0,,
Missouri,MO,12/11/2021,145,12/11/2021,0,,
Missouri,MO,12/18/2021,162,12/18/2021,0,,
Missouri,MO,12/25/2021,146,12/25/2021,0,,
Missouri,MO,1/1/2022,211,1/1/2022,0,,
Missouri,MO,1/8/2022,281,1/8/2022,0,,
Missouri,MO,1/15/2022,315,1/15/2022,0,,
Missouri,MO,1/22/2022,431,1/22/2022,0,,
Missouri,MO,1/29/2022,150,1/29/2022,0,,
Missouri,MO,2/5/2022,453,2/5/2022,0,,
Missouri,MO,2/12/2022,362,2/12/2022,0,,
Missouri,MO,2/19/2022,380,2/19/2022,0,,
Missouri,MO,2/26/2022,451,2/26/2022,0,,
Missouri,MO,3/5/2022,273,3/5/2022,0,,
Missouri,MO,3/12/2022,227,3/12/2022,0,,
Missouri,MO,3/19/2022,311,3/19/2022,0,,
Missouri,MO,3/26/2022,239,3/26/2022,0,,
Missouri,MO,4/2/2022,120,4/2/2022,0,,
Missouri,MO,4/9/2022,145,4/9/2022,0,,
Missouri,MO,4/16/2022,95,4/16/2022,0,,
Missouri,MO,4/23/2022,70,4/23/2022,0,,
Missouri,MO,4/30/2022,40,4/30/2022,0,,
Missouri,MO,5/7/2022,38,5/7/2022,0,,
Missouri,MO,5/14/2022,189,5/14/2022,0,,
Missouri,MO,5/21/2022,271,5/21/2022,0,,
Missouri,MO,5/28/2022,132,5/28/2022,0,,
Missouri,MO,6/4/2022,39,6/4/2022,0,,
Missouri,MO,6/11/2022,16,6/11/2022,0,,
Missouri,MO,6/18/2022,6,6/18/2022,0,,
Missouri,MO,6/25/2022,62,6/25/2022,0,,
Missouri,MO,7/2/2022,56,7/2/2022,0,,
Missouri,MO,7/9/2022,45,7/9/2022,0,,
Missouri,MO,7/16/2022,27,7/16/2022,0,,
Missouri,MO,7/23/2022,55,7/23/2022,0,,
Missouri,MO,7/30/2022,59,7/30/2022,0,,
Missouri,MO,8/6/2022,71,8/6/2022,0,,
Missouri,MO,8/13/2022,92,8/13/2022,0,,
Missouri,MO,8/20/2022,53,8/20/2022,0,,
Missouri,MO,8/27/2022,95,8/27/2022,0,,
Missouri,MO,9/3/2022,74,9/3/2022,0,,
Missouri,MO,9/10/2022,46,9/10/2022,0,,
Missouri,MO,9/17/2022,44,9/17/2022,0,,
Missouri,MO,9/24/2022,29,9/24/2022,0,,
Missouri,MO,10/1/2022,67,10/1/2022,0,,
Missouri,MO,10/8/2022,35,10/8/2022,0,,
Missouri,MO,10/15/2022,71,10/15/2022,0,,
Missouri,MO,10/22/2022,60,10/22/2022,0,,
Missouri,MO,10/29/2022,7,10/29/2022,0,,
Missouri,MO,11/5/2022,29,11/5/2022,0,,
Missouri,MO,11/12/2022,56,11/12/2022,0,,
Missouri,MO,11/19/2022,19,11/19/2022,0,,
Missouri,MO,11/26/2022,42,11/26/2022,0,,
Missouri,MO,12/3/2022,37,12/3/2022,0,,
Missouri,MO,12/10/2022,57,12/10/2022,0,,
Missouri,MO,12/17/2022,59,12/17/2022,0,,
Missouri,MO,12/24/2022,55,12/24/2022,0,,
Missouri,MO,12/31/2022,37,12/31/2022,0,,
Missouri,MO,1/7/2023,46,1/7/2023,0,,
Missouri,MO,1/14/2023,129,1/14/2023,0,,
Missouri,MO,1/21/2023,72,1/21/2023,0,,
Missouri,MO,1/28/2023,63,1/28/2023,0,,
Missouri,MO,2/4/2023,48,2/4/2023,0,,
Missouri,MO,2/11/2023,64,2/11/2023,0,,
Missouri,MO,2/18/2023,43,2/18/2023,0,,
Missouri,MO,2/25/2023,49,2/25/2023,0,,
Missouri,MO,3/4/2023,65,3/4/2023,0,,
Missouri,MO,3/11/2023,45,3/11/2023,0,,
Montana,MT,1/25/2020,0,1/25/2020,0,,
Montana,MT,2/1/2020,0,2/1/2020,0,,
Montana,MT,2/8/2020,0,2/8/2020,0,,
Montana,MT,2/15/2020,0,2/15/2020,0,,
Montana,MT,2/22/2020,0,2/22/2020,0,,
Montana,MT,2/29/2020,0,2/29/2020,0,,
Montana,MT,3/7/2020,0,3/7/2020,0,,
Montana,MT,3/14/2020,0,3/14/2020,0,,
Montana,MT,3/21/2020,0,3/21/2020,0,,
Montana,MT,3/28/2020,1,3/28/2020,0,,
Montana,MT,4/4/2020,7,4/4/2020,0,,
Montana,MT,4/11/2020,0,4/11/2020,0,,
Montana,MT,4/18/2020,4,4/18/2020,0,,
Montana,MT,4/25/2020,4,4/25/2020,0,,
Montana,MT,5/2/2020,2,5/2/2020,0,,
Montana,MT,5/9/2020,0,5/9/2020,0,,
Montana,MT,5/16/2020,0,5/16/2020,0,,
Montana,MT,5/23/2020,0,5/23/2020,0,,
Montana,MT,5/30/2020,1,5/30/2020,0,,
Montana,MT,6/6/2020,1,6/6/2020,0,,
Montana,MT,6/13/2020,0,6/13/2020,0,,
Montana,MT,6/20/2020,2,6/20/2020,0,,
Montana,MT,6/27/2020,2,6/27/2020,0,,
Montana,MT,7/4/2020,1,7/4/2020,0,,
Montana,MT,7/11/2020,6,7/11/2020,0,,
Montana,MT,7/18/2020,8,7/18/2020,0,,
Montana,MT,7/25/2020,9,7/25/2020,0,,
Montana,MT,8/1/2020,15,8/1/2020,0,,
Montana,MT,8/8/2020,14,8/8/2020,0,,
Montana,MT,8/15/2020,7,8/15/2020,0,,
Montana,MT,8/22/2020,8,8/22/2020,0,,
Montana,MT,8/29/2020,14,8/29/2020,0,,
Montana,MT,9/5/2020,12,9/5/2020,0,,
Montana,MT,9/12/2020,17,9/12/2020,0,,
Montana,MT,9/19/2020,23,9/19/2020,0,,
Montana,MT,9/26/2020,15,9/26/2020,0,,
Montana,MT,10/3/2020,15,10/3/2020,0,,
Montana,MT,10/10/2020,23,10/10/2020,0,,
Montana,MT,10/17/2020,30,10/17/2020,0,,
Montana,MT,10/24/2020,55,10/24/2020,0,,
Montana,MT,10/31/2020,81,10/31/2020,0,,
Montana,MT,11/7/2020,70,11/7/2020,0,,
Montana,MT,11/14/2020,69,11/14/2020,0,,
Montana,MT,11/21/2020,86,11/21/2020,0,,
Montana,MT,11/28/2020,71,11/28/2020,0,,
Montana,MT,12/5/2020,65,12/5/2020,0,,
Montana,MT,12/12/2020,82,12/12/2020,0,,
Montana,MT,12/19/2020,48,12/19/2020,0,,
Montana,MT,12/26/2020,55,12/26/2020,0,,
Montana,MT,1/2/2021,52,1/2/2021,0,,
Montana,MT,1/9/2021,83,1/9/2021,0,,
Montana,MT,1/16/2021,34,1/16/2021,0,,
Montana,MT,1/23/2021,53,1/23/2021,0,,
Montana,MT,1/30/2021,91,1/30/2021,0,,
Montana,MT,2/6/2021,82,2/6/2021,0,,
Montana,MT,2/13/2021,15,2/13/2021,0,,
Montana,MT,2/20/2021,14,2/20/2021,0,,
Montana,MT,2/27/2021,17,2/27/2021,0,,
Montana,MT,3/6/2021,23,3/6/2021,0,,
Montana,MT,3/13/2021,13,3/13/2021,0,,
Montana,MT,3/20/2021,22,3/20/2021,0,,
Montana,MT,3/27/2021,22,3/27/2021,0,,
Montana,MT,4/3/2021,29,4/3/2021,0,,
Montana,MT,4/10/2021,58,4/10/2021,1,26,
Montana,MT,4/17/2021,22,4/17/2021,0,,
Montana,MT,4/24/2021,18,4/24/2021,0,,
Montana,MT,5/1/2021,11,5/1/2021,0,,
Montana,MT,5/8/2021,18,5/8/2021,1,12,
Montana,MT,5/15/2021,6,5/15/2021,0,,
Montana,MT,5/22/2021,7,5/22/2021,0,,
Montana,MT,5/29/2021,10,5/29/2021,0,,
Montana,MT,6/5/2021,19,6/5/2021,0,,
Montana,MT,6/12/2021,9,6/12/2021,0,,
Montana,MT,6/19/2021,10,6/19/2021,0,,
Montana,MT,6/26/2021,11,6/26/2021,0,,
Montana,MT,7/3/2021,4,7/3/2021,0,,
Montana,MT,7/10/2021,7,7/10/2021,0,,
Montana,MT,7/17/2021,18,7/17/2021,0,,
Montana,MT,7/24/2021,4,7/24/2021,0,,
Montana,MT,7/31/2021,9,7/31/2021,0,,
Montana,MT,8/7/2021,18,8/7/2021,0,,
Montana,MT,8/14/2021,8,8/14/2021,0,,
Montana,MT,8/21/2021,25,8/21/2021,0,,
Montana,MT,8/28/2021,28,8/28/2021,0,,
Montana,MT,9/4/2021,28,9/4/2021,0,,
Montana,MT,9/11/2021,23,9/11/2021,0,,
Montana,MT,9/18/2021,43,9/18/2021,0,,
Montana,MT,9/25/2021,68,9/25/2021,0,,
Montana,MT,10/2/2021,72,10/2/2021,0,,
Montana,MT,10/9/2021,62,10/9/2021,0,,
Montana,MT,10/16/2021,49,10/16/2021,0,,
Montana,MT,10/23/2021,119,10/23/2021,0,,
Montana,MT,10/30/2021,99,10/30/2021,0,,
Montana,MT,11/6/2021,69,11/6/2021,0,,
Montana,MT,11/13/2021,64,11/13/2021,0,,
Montana,MT,11/20/2021,68,11/20/2021,0,,
Montana,MT,11/27/2021,84,11/27/2021,0,,
Montana,MT,12/4/2021,108,12/4/2021,0,,
Montana,MT,12/11/2021,82,12/11/2021,0,,
Montana,MT,12/18/2021,56,12/18/2021,0,,
Montana,MT,12/25/2021,18,12/25/2021,0,,
Montana,MT,1/1/2022,11,1/1/2022,0,,
Montana,MT,1/8/2022,11,1/8/2022,0,,
Montana,MT,1/15/2022,28,1/15/2022,0,,
Montana,MT,1/22/2022,31,1/22/2022,0,,
Montana,MT,1/29/2022,17,1/29/2022,0,,
Montana,MT,2/5/2022,38,2/5/2022,0,,
Montana,MT,2/12/2022,36,2/12/2022,0,,
Montana,MT,2/19/2022,38,2/19/2022,0,,
Montana,MT,2/26/2022,67,2/26/2022,0,,
Montana,MT,3/5/2022,32,3/5/2022,0,,
Montana,MT,3/12/2022,19,3/12/2022,0,,
Montana,MT,3/19/2022,11,3/19/2022,0,,
Montana,MT,3/26/2022,8,3/26/2022,0,,
Montana,MT,4/2/2022,7,4/2/2022,0,,
Montana,MT,4/9/2022,6,4/9/2022,0,,
Montana,MT,4/16/2022,5,4/16/2022,0,,
Montana,MT,4/23/2022,2,4/23/2022,0,,
Montana,MT,4/30/2022,98,4/30/2022,0,,
Montana,MT,5/7/2022,20,5/7/2022,0,,
Montana,MT,5/14/2022,3,5/14/2022,0,,
Montana,MT,5/21/2022,4,5/21/2022,0,,
Montana,MT,5/28/2022,15,5/28/2022,0,,
Montana,MT,6/4/2022,0,6/4/2022,0,,
Montana,MT,6/11/2022,34,6/11/2022,0,,
Montana,MT,6/18/2022,6,6/18/2022,0,,
Montana,MT,6/25/2022,4,6/25/2022,0,,
Montana,MT,7/2/2022,1,7/2/2022,0,,
Montana,MT,7/9/2022,5,7/9/2022,0,,
Montana,MT,7/16/2022,5,7/16/2022,0,,
Montana,MT,7/23/2022,12,7/23/2022,0,,
Montana,MT,7/30/2022,6,7/30/2022,0,,
Montana,MT,8/6/2022,8,8/6/2022,0,,
Montana,MT,8/13/2022,0,8/13/2022,0,,
Montana,MT,8/20/2022,9,8/20/2022,0,,
Montana,MT,8/27/2022,14,8/27/2022,0,,
Montana,MT,9/3/2022,2,9/3/2022,0,,
Montana,MT,9/10/2022,7,9/10/2022,0,,
Montana,MT,9/17/2022,3,9/17/2022,0,,
Montana,MT,9/24/2022,6,9/24/2022,0,,
Montana,MT,10/1/2022,2,10/1/2022,0,,
Montana,MT,10/8/2022,35,10/8/2022,0,,
Montana,MT,10/15/2022,0,10/15/2022,0,,
Montana,MT,10/22/2022,14,10/22/2022,0,,
Montana,MT,10/29/2022,4,10/29/2022,0,,
Montana,MT,11/5/2022,4,11/5/2022,0,,
Montana,MT,11/12/2022,0,11/12/2022,0,,
Montana,MT,11/19/2022,10,11/19/2022,0,,
Montana,MT,11/26/2022,8,11/26/2022,0,,
Montana,MT,12/3/2022,5,12/3/2022,0,,
Montana,MT,12/10/2022,0,12/10/2022,0,,
Montana,MT,12/17/2022,14,12/17/2022,0,,
Montana,MT,12/24/2022,3,12/24/2022,0,,
Montana,MT,12/31/2022,4,12/31/2022,0,,
Montana,MT,1/7/2023,2,1/7/2023,0,,
Montana,MT,1/14/2023,7,1/14/2023,0,,
Montana,MT,1/21/2023,3,1/21/2023,0,,
Montana,MT,1/28/2023,7,1/28/2023,0,,
Montana,MT,2/4/2023,4,2/4/2023,0,,
Montana,MT,2/11/2023,1,2/11/2023,0,,
Montana,MT,2/18/2023,3,2/18/2023,0,,
Montana,MT,2/25/2023,3,2/25/2023,0,,
Montana,MT,3/4/2023,1,3/4/2023,0,,
Montana,MT,3/11/2023,0,3/11/2023,0,,
Nebraska,NE,10/2/2021,435,10/2/2021,0,,
Nebraska,NE,12/5/2020,205,12/5/2020,0,,
Nebraska,NE,12/12/2020,171,12/12/2020,0,,
Nebraska,NE,1/8/2022,130,1/8/2022,0,,
Nebraska,NE,11/21/2020,126,11/21/2020,0,,
Nebraska,NE,12/19/2020,110,12/19/2020,0,,
Nebraska,NE,1/2/2021,110,1/2/2021,0,,
Nebraska,NE,4/2/2022,109,4/2/2022,0,,
Nebraska,NE,12/26/2020,104,12/26/2020,0,,
Nebraska,NE,1/16/2021,100,1/16/2021,0,,
Nebraska,NE,1/29/2022,97,1/29/2022,0,,
Nebraska,NE,2/5/2022,89,2/5/2022,0,,
Nebraska,NE,11/28/2020,84,11/28/2020,0,,
Nebraska,NE,12/11/2021,83,12/11/2021,0,,
Nebraska,NE,11/14/2020,76,11/14/2020,0,,
Nebraska,NE,2/26/2022,73,2/26/2022,0,,
Nebraska,NE,1/15/2022,72,1/15/2022,0,,
Nebraska,NE,1/9/2021,68,1/9/2021,0,,
Nebraska,NE,2/19/2022,68,2/19/2022,0,,
Nebraska,NE,11/20/2021,60,11/20/2021,0,,
Nebraska,NE,2/12/2022,60,2/12/2022,0,,
Nebraska,NE,10/31/2020,57,10/31/2020,0,,
Nebraska,NE,3/5/2022,57,3/5/2022,0,,
Nebraska,NE,5/22/2021,54,5/22/2021,0,,
Nebraska,NE,2/25/2023,54,2/25/2023,0,,
Nebraska,NE,11/7/2020,51,11/7/2020,0,,
Nebraska,NE,8/20/2022,51,8/20/2022,0,,
Nebraska,NE,10/24/2020,48,10/24/2020,0,,
Nebraska,NE,2/6/2021,48,2/6/2021,0,,
Nebraska,NE,12/4/2021,48,12/4/2021,0,,
Nebraska,NE,11/13/2021,47,11/13/2021,0,,
Nebraska,NE,5/15/2021,46,5/15/2021,0,,
Nebraska,NE,2/20/2021,45,2/20/2021,0,,
Nebraska,NE,11/12/2022,44,11/12/2022,0,,
Nebraska,NE,1/30/2021,43,1/30/2021,0,,
Nebraska,NE,10/16/2021,43,10/16/2021,0,,
Nebraska,NE,5/28/2022,43,5/28/2022,0,,
Nebraska,NE,1/23/2021,42,1/23/2021,0,,
Nebraska,NE,3/27/2021,40,3/27/2021,0,,
Nebraska,NE,10/23/2021,40,10/23/2021,0,,
Nebraska,NE,4/10/2021,39,4/10/2021,0,,
Nebraska,NE,1/7/2023,38,1/7/2023,0,,
Nebraska,NE,10/30/2021,37,10/30/2021,0,,
Nebraska,NE,2/18/2023,37,2/18/2023,0,,
Nebraska,NE,5/14/2022,36,5/14/2022,0,,
Nebraska,NE,3/4/2023,36,3/4/2023,0,,
Nebraska,NE,2/27/2021,35,2/27/2021,0,,
Nebraska,NE,4/17/2021,35,4/17/2021,0,,
Nebraska,NE,12/18/2021,35,12/18/2021,0,,
Nebraska,NE,10/1/2022,35,10/1/2022,0,,
Nebraska,NE,2/13/2021,34,2/13/2021,0,,
Nebraska,NE,9/25/2021,34,9/25/2021,0,,
Nebraska,NE,5/16/2020,33,5/16/2020,0,,
Nebraska,NE,9/12/2020,33,9/12/2020,0,,
Nebraska,NE,6/11/2022,33,6/11/2022,0,,
Nebraska,NE,9/10/2022,33,9/10/2022,0,,
Nebraska,NE,3/6/2021,31,3/6/2021,0,,
Nebraska,NE,11/26/2022,31,11/26/2022,0,,
Nebraska,NE,6/20/2020,29,6/20/2020,0,,
Nebraska,NE,4/24/2021,29,4/24/2021,0,,
Nebraska,NE,1/22/2022,29,1/22/2022,0,,
Nebraska,NE,6/13/2020,28,6/13/2020,0,,
Nebraska,NE,10/3/2020,28,10/3/2020,0,,
Nebraska,NE,10/17/2020,28,10/17/2020,0,,
Nebraska,NE,9/4/2021,28,9/4/2021,0,,
Nebraska,NE,9/26/2020,27,9/26/2020,0,,
Nebraska,NE,5/29/2021,27,5/29/2021,0,,
Nebraska,NE,4/25/2020,26,4/25/2020,0,,
Nebraska,NE,11/6/2021,26,11/6/2021,0,,
Nebraska,NE,2/11/2023,25,2/11/2023,0,,
Nebraska,NE,5/23/2020,24,5/23/2020,0,,
Nebraska,NE,11/27/2021,24,11/27/2021,0,,
Nebraska,NE,8/13/2022,24,8/13/2022,0,,
Nebraska,NE,5/2/2020,23,5/2/2020,0,,
Nebraska,NE,5/30/2020,23,5/30/2020,0,,
Nebraska,NE,6/27/2020,23,6/27/2020,0,,
Nebraska,NE,10/10/2020,22,10/10/2020,0,,
Nebraska,NE,7/25/2020,21,7/25/2020,0,,
Nebraska,NE,8/8/2020,21,8/8/2020,0,,
Nebraska,NE,1/1/2022,21,1/1/2022,0,,
Nebraska,NE,3/19/2022,21,3/19/2022,0,,
Nebraska,NE,3/11/2023,21,3/11/2023,0,,
Nebraska,NE,7/18/2020,20,7/18/2020,0,,
Nebraska,NE,3/13/2021,20,3/13/2021,0,,
Nebraska,NE,5/9/2020,19,5/9/2020,0,,
Nebraska,NE,8/28/2021,19,8/28/2021,0,,
Nebraska,NE,12/25/2021,19,12/25/2021,0,,
Nebraska,NE,5/7/2022,19,5/7/2022,0,,
Nebraska,NE,2/4/2023,19,2/4/2023,0,,
Nebraska,NE,7/16/2022,18,7/16/2022,0,,
Nebraska,NE,6/6/2020,17,6/6/2020,0,,
Nebraska,NE,7/4/2020,17,7/4/2020,0,,
Nebraska,NE,8/21/2021,17,8/21/2021,0,,
Nebraska,NE,9/24/2022,17,9/24/2022,0,,
Nebraska,NE,10/29/2022,17,10/29/2022,0,,
Nebraska,NE,8/1/2020,16,8/1/2020,0,,
Nebraska,NE,8/15/2020,16,8/15/2020,0,,
Nebraska,NE,8/29/2020,16,8/29/2020,0,,
Nebraska,NE,4/16/2022,16,4/16/2022,0,,
Nebraska,NE,6/4/2022,16,6/4/2022,0,,
Nebraska,NE,11/19/2022,16,11/19/2022,0,,
Nebraska,NE,8/22/2020,15,8/22/2020,0,,
Nebraska,NE,9/18/2021,15,9/18/2021,0,,
Nebraska,NE,10/9/2021,15,10/9/2021,0,,
Nebraska,NE,5/8/2021,13,5/8/2021,0,,
Nebraska,NE,7/17/2021,13,7/17/2021,0,,
Nebraska,NE,3/12/2022,13,3/12/2022,0,,
Nebraska,NE,4/9/2022,13,4/9/2022,0,,
Nebraska,NE,9/5/2020,12,9/5/2020,0,,
Nebraska,NE,11/5/2022,12,11/5/2022,0,,
Nebraska,NE,1/28/2023,12,1/28/2023,0,,
Nebraska,NE,4/11/2020,11,4/11/2020,0,,
Nebraska,NE,9/19/2020,11,9/19/2020,0,,
Nebraska,NE,7/24/2021,11,7/24/2021,0,,
Nebraska,NE,8/7/2021,10,8/7/2021,0,,
Nebraska,NE,8/27/2022,10,8/27/2022,0,,
Nebraska,NE,12/3/2022,10,12/3/2022,0,,
Nebraska,NE,9/11/2021,9,9/11/2021,0,,
Nebraska,NE,10/8/2022,9,10/8/2022,0,,
Nebraska,NE,12/10/2022,9,12/10/2022,0,,
Nebraska,NE,12/24/2022,9,12/24/2022,0,,
Nebraska,NE,3/20/2021,8,3/20/2021,0,,
Nebraska,NE,6/25/2022,8,6/25/2022,0,,
Nebraska,NE,4/18/2020,7,4/18/2020,0,,
Nebraska,NE,7/11/2020,7,7/11/2020,0,,
Nebraska,NE,6/12/2021,7,6/12/2021,0,,
Nebraska,NE,5/21/2022,7,5/21/2022,0,,
Nebraska,NE,7/2/2022,7,7/2/2022,0,,
Nebraska,NE,10/22/2022,7,10/22/2022,0,,
Nebraska,NE,1/14/2023,7,1/14/2023,0,,
Nebraska,NE,4/3/2021,6,4/3/2021,0,,
Nebraska,NE,3/26/2022,6,3/26/2022,0,,
Nebraska,NE,4/23/2022,6,4/23/2022,0,,
Nebraska,NE,8/14/2021,5,8/14/2021,0,,
Nebraska,NE,4/4/2020,4,4/4/2020,0,,
Nebraska,NE,6/26/2021,4,6/26/2021,0,,
Nebraska,NE,7/31/2021,4,7/31/2021,0,,
Nebraska,NE,6/18/2022,4,6/18/2022,0,,
Nebraska,NE,8/6/2022,4,8/6/2022,0,,
Nebraska,NE,1/21/2023,4,1/21/2023,0,,
Nebraska,NE,5/1/2021,3,5/1/2021,0,,
Nebraska,NE,6/19/2021,3,6/19/2021,0,,
Nebraska,NE,7/9/2022,3,7/9/2022,0,,
Nebraska,NE,7/30/2022,3,7/30/2022,0,,
Nebraska,NE,12/17/2022,3,12/17/2022,0,,
Nebraska,NE,3/28/2020,2,3/28/2020,0,,
Nebraska,NE,7/3/2021,2,7/3/2021,0,,
Nebraska,NE,9/17/2022,2,9/17/2022,0,,
Nebraska,NE,7/10/2021,1,7/10/2021,0,,
Nebraska,NE,10/15/2022,1,10/15/2022,0,,
Nebraska,NE,12/31/2022,1,12/31/2022,0,,
Nebraska,NE,1/25/2020,0,1/25/2020,0,,
Nebraska,NE,2/1/2020,0,2/1/2020,0,,
Nebraska,NE,2/8/2020,0,2/8/2020,0,,
Nebraska,NE,2/15/2020,0,2/15/2020,0,,
Nebraska,NE,2/22/2020,0,2/22/2020,0,,
Nebraska,NE,2/29/2020,0,2/29/2020,0,,
Nebraska,NE,3/7/2020,0,3/7/2020,0,,
Nebraska,NE,3/14/2020,0,3/14/2020,0,,
Nebraska,NE,3/21/2020,0,3/21/2020,0,,
Nebraska,NE,6/5/2021,0,6/5/2021,0,,
Nebraska,NE,4/30/2022,0,4/30/2022,0,,
Nebraska,NE,7/23/2022,0,7/23/2022,0,,
Nebraska,NE,9/3/2022,0,9/3/2022,0,,
Nevada,NV,4/16/2022,365,4/16/2022,0,,
Nevada,NV,1/16/2021,311,1/16/2021,0,,
Nevada,NV,1/9/2021,302,1/9/2021,0,,
Nevada,NV,1/30/2021,253,1/30/2021,0,,
Nevada,NV,1/23/2021,250,1/23/2021,0,,
Nevada,NV,2/6/2021,232,2/6/2021,0,,
Nevada,NV,2/5/2022,230,2/5/2022,0,,
Nevada,NV,12/19/2020,229,12/19/2020,0,,
Nevada,NV,12/12/2020,219,12/12/2020,0,,
Nevada,NV,1/2/2021,206,1/2/2021,0,,
Nevada,NV,2/13/2021,198,2/13/2021,0,,
Nevada,NV,12/26/2020,193,12/26/2020,0,,
Nevada,NV,2/12/2022,191,2/12/2022,0,,
Nevada,NV,4/23/2022,183,4/23/2022,0,,
Nevada,NV,12/5/2020,182,12/5/2020,0,,
Nevada,NV,1/29/2022,178,1/29/2022,0,,
Nevada,NV,2/20/2021,174,2/20/2021,0,,
Nevada,NV,2/19/2022,173,2/19/2022,0,,
Nevada,NV,9/25/2021,170,9/25/2021,0,,
Nevada,NV,2/26/2022,156,2/26/2022,0,,
Nevada,NV,8/14/2021,155,8/14/2021,0,,
Nevada,NV,8/28/2021,153,8/28/2021,0,,
Nevada,NV,10/2/2021,151,10/2/2021,0,,
Nevada,NV,9/4/2021,150,9/4/2021,0,,
Nevada,NV,9/18/2021,143,9/18/2021,0,,
Nevada,NV,10/16/2021,137,10/16/2021,0,,
Nevada,NV,3/5/2022,135,3/5/2022,0,,
Nevada,NV,8/22/2020,128,8/22/2020,0,,
Nevada,NV,3/12/2022,123,3/12/2022,0,,
Nevada,NV,8/15/2020,120,8/15/2020,0,,
Nevada,NV,8/21/2021,120,8/21/2021,0,,
Nevada,NV,9/11/2021,119,9/11/2021,0,,
Nevada,NV,12/11/2021,119,12/11/2021,0,,
Nevada,NV,10/9/2021,118,10/9/2021,0,,
Nevada,NV,8/8/2020,117,8/8/2020,0,,
Nevada,NV,1/15/2022,117,1/15/2022,0,,
Nevada,NV,11/20/2021,110,11/20/2021,0,,
Nevada,NV,1/22/2022,109,1/22/2022,0,,
Nevada,NV,11/28/2020,108,11/28/2020,0,,
Nevada,NV,10/30/2021,108,10/30/2021,0,,
Nevada,NV,8/29/2020,105,8/29/2020,0,,
Nevada,NV,11/21/2020,103,11/21/2020,0,,
Nevada,NV,10/23/2021,101,10/23/2021,0,,
Nevada,NV,8/1/2020,100,8/1/2020,0,,
Nevada,NV,12/4/2021,98,12/4/2021,0,,
Nevada,NV,7/31/2021,95,7/31/2021,0,,
Nevada,NV,11/13/2021,95,11/13/2021,0,,
Nevada,NV,8/7/2021,93,8/7/2021,0,,
Nevada,NV,1/8/2022,90,1/8/2022,0,,
Nevada,NV,2/27/2021,89,2/27/2021,0,,
Nevada,NV,12/18/2021,89,12/18/2021,0,,
Nevada,NV,7/25/2020,86,7/25/2020,0,,
Nevada,NV,9/5/2020,86,9/5/2020,0,,
Nevada,NV,12/25/2021,86,12/25/2021,0,,
Nevada,NV,11/6/2021,82,11/6/2021,0,,
Nevada,NV,3/26/2022,82,3/26/2022,0,,
Nevada,NV,3/13/2021,81,3/13/2021,0,,
Nevada,NV,9/19/2020,79,9/19/2020,0,,
Nevada,NV,3/6/2021,79,3/6/2021,0,,
Nevada,NV,11/7/2020,73,11/7/2020,0,,
Nevada,NV,4/30/2022,68,4/30/2022,0,,
Nevada,NV,7/16/2022,67,7/16/2022,0,,
Nevada,NV,3/27/2021,65,3/27/2021,0,,
