state,USPS,datew,incidD,date
Idaho,ID,2022-06-25,12,2022-06-25
Idaho,ID,2022-07-02,15,2022-07-02
Idaho,ID,2022-07-09,12,2022-07-09
Idaho,ID,2022-07-16,8,2022-07-16
Idaho,ID,2022-07-23,16,2022-07-23
Idaho,ID,2022-07-30,18,2022-07-30
Idaho,ID,2022-08-06,18,2022-08-06
Idaho,ID,2022-08-13,7,2022-08-13
Idaho,ID,2022-08-20,30,2022-08-20
Idaho,ID,2022-08-27,17,2022-08-27
Idaho,ID,2022-09-03,49,2022-09-03
Idaho,ID,2022-09-10,13,2022-09-10
Idaho,ID,2022-09-17,25,2022-09-17
Idaho,ID,2022-09-24,10,2022-09-24
Idaho,ID,2022-10-01,10,2022-10-01
Idaho,ID,2022-10-08,11,2022-10-08
Idaho,ID,2022-10-15,11,2022-10-15
Idaho,ID,2022-10-22,5,2022-10-22
Idaho,ID,2022-10-29,13,2022-10-29
Idaho,ID,2022-11-05,9,2022-11-05
Idaho,ID,2022-11-12,12,2022-11-12
Idaho,ID,2022-11-19,9,2022-11-19
Idaho,ID,2022-11-26,5,2022-11-26
Idaho,ID,2022-12-03,17,2022-12-03
Idaho,ID,2022-12-10,12,2022-12-10
Idaho,ID,2022-12-17,7,2022-12-17
Idaho,ID,2022-12-24,16,2022-12-24
Idaho,ID,2022-12-31,13,2022-12-31
Idaho,ID,2023-01-07,4,2023-01-07
Idaho,ID,2023-01-14,19,2023-01-14
Idaho,ID,2023-01-21,5,2023-01-21
Idaho,ID,2023-01-28,13,2023-01-28
Idaho,ID,2023-02-04,16,2023-02-04
Idaho,ID,2023-02-11,5,2023-02-11
Idaho,ID,2023-02-18,11,2023-02-18
Idaho,ID,2023-02-25,4,2023-02-25
Idaho,ID,2023-03-04,6,2023-03-04
Idaho,ID,2023-03-11,17,2023-03-11
Illinois,IL,2020-01-25,0,2020-01-25
Illinois,IL,2020-02-01,0,2020-02-01
Illinois,IL,2020-02-08,0,2020-02-08
Illinois,IL,2020-02-15,0,2020-02-15
Illinois,IL,2020-02-22,0,2020-02-22
Illinois,IL,2020-02-29,0,2020-02-29
Illinois,IL,2020-03-07,0,2020-03-07
Illinois,IL,2020-03-14,0,2020-03-14
Illinois,IL,2020-03-21,6,2020-03-21
Illinois,IL,2020-03-28,41,2020-03-28
Illinois,IL,2020-04-04,197,2020-04-04
Illinois,IL,2020-04-11,433,2020-04-11
Illinois,IL,2020-04-18,582,2020-04-18
Illinois,IL,2020-04-25,616,2020-04-25
Illinois,IL,2020-05-02,684,2020-05-02
Illinois,IL,2020-05-09,790,2020-05-09
Illinois,IL,2020-05-16,780,2020-05-16
Illinois,IL,2020-05-23,661,2020-05-23
Illinois,IL,2020-05-30,540,2020-05-30
Illinois,IL,2020-06-06,534,2020-06-06
Illinois,IL,2020-06-13,425,2020-06-13
Illinois,IL,2020-06-20,336,2020-06-20
Illinois,IL,2020-06-27,248,2020-06-27
Illinois,IL,2020-07-04,141,2020-07-04
Illinois,IL,2020-07-11,355,2020-07-11
Illinois,IL,2020-07-18,114,2020-07-18
Illinois,IL,2020-07-25,106,2020-07-25
Illinois,IL,2020-08-01,111,2020-08-01
Illinois,IL,2020-08-08,140,2020-08-08
Illinois,IL,2020-08-15,97,2020-08-15
Illinois,IL,2020-08-22,146,2020-08-22
Illinois,IL,2020-08-29,134,2020-08-29
Illinois,IL,2020-09-05,168,2020-09-05
Illinois,IL,2020-09-12,142,2020-09-12
Illinois,IL,2020-09-19,145,2020-09-19
Illinois,IL,2020-09-26,160,2020-09-26
Illinois,IL,2020-10-03,191,2020-10-03
Illinois,IL,2020-10-10,198,2020-10-10
Illinois,IL,2020-10-17,231,2020-10-17
Illinois,IL,2020-10-24,299,2020-10-24
Illinois,IL,2020-10-31,289,2020-10-31
Illinois,IL,2020-11-07,448,2020-11-07
Illinois,IL,2020-11-14,600,2020-11-14
Illinois,IL,2020-11-21,864,2020-11-21
Illinois,IL,2020-11-28,886,2020-11-28
Illinois,IL,2020-12-05,1179,2020-12-05
Illinois,IL,2020-12-12,1215,2020-12-12
Illinois,IL,2020-12-19,1094,2020-12-19
Illinois,IL,2020-12-26,898,2020-12-26
Illinois,IL,2021-01-02,993,2021-01-02
Illinois,IL,2021-01-09,993,2021-01-09
Illinois,IL,2021-01-16,810,2021-01-16
Illinois,IL,2021-01-23,625,2021-01-23
Illinois,IL,2021-01-30,568,2021-01-30
Illinois,IL,2021-02-06,463,2021-02-06
Illinois,IL,2021-02-13,411,2021-02-13
Illinois,IL,2021-02-20,339,2021-02-20
Illinois,IL,2021-02-27,284,2021-02-27
Illinois,IL,2021-03-06,293,2021-03-06
Illinois,IL,2021-03-13,186,2021-03-13
Illinois,IL,2021-03-20,140,2021-03-20
Illinois,IL,2021-03-27,169,2021-03-27
Illinois,IL,2021-04-03,137,2021-04-03
Illinois,IL,2021-04-10,142,2021-04-10
Illinois,IL,2021-04-17,168,2021-04-17
Illinois,IL,2021-04-24,169,2021-04-24
Illinois,IL,2021-05-01,216,2021-05-01
Illinois,IL,2021-05-08,216,2021-05-08
Illinois,IL,2021-05-15,224,2021-05-15
Illinois,IL,2021-05-22,206,2021-05-22
Illinois,IL,2021-05-29,190,2021-05-29
Illinois,IL,2021-06-05,148,2021-06-05
Illinois,IL,2021-06-12,155,2021-06-12
Illinois,IL,2021-06-19,97,2021-06-19
Illinois,IL,2021-06-26,72,2021-06-26
Illinois,IL,2021-07-03,60,2021-07-03
Illinois,IL,2021-07-10,60,2021-07-10
Illinois,IL,2021-07-17,66,2021-07-17
Illinois,IL,2021-07-24,47,2021-07-24
Illinois,IL,2021-07-31,49,2021-07-31
Illinois,IL,2021-08-07,76,2021-08-07
Illinois,IL,2021-08-14,102,2021-08-14
Illinois,IL,2021-08-21,133,2021-08-21
Illinois,IL,2021-08-28,197,2021-08-28
Illinois,IL,2021-09-04,212,2021-09-04
Illinois,IL,2021-09-11,231,2021-09-11
Illinois,IL,2021-09-18,330,2021-09-18
Illinois,IL,2021-09-25,265,2021-09-25
Illinois,IL,2021-10-02,274,2021-10-02
Illinois,IL,2021-10-09,251,2021-10-09
Illinois,IL,2021-10-16,232,2021-10-16
Illinois,IL,2021-10-23,217,2021-10-23
Illinois,IL,2021-10-30,206,2021-10-30
Illinois,IL,2021-11-06,212,2021-11-06
Illinois,IL,2021-11-13,154,2021-11-13
Illinois,IL,2021-11-20,171,2021-11-20
Illinois,IL,2021-11-27,101,2021-11-27
Illinois,IL,2021-12-04,263,2021-12-04
Illinois,IL,2021-12-11,321,2021-12-11
Illinois,IL,2021-12-18,360,2021-12-18
Illinois,IL,2021-12-25,364,2021-12-25
Illinois,IL,2022-01-01,451,2022-01-01
Illinois,IL,2022-01-08,643,2022-01-08
Illinois,IL,2022-01-15,872,2022-01-15
Illinois,IL,2022-01-22,914,2022-01-22
Illinois,IL,2022-01-29,993,2022-01-29
Illinois,IL,2022-02-05,718,2022-02-05
Illinois,IL,2022-02-12,568,2022-02-12
Illinois,IL,2022-02-19,635,2022-02-19
Illinois,IL,2022-02-26,432,2022-02-26
Illinois,IL,2022-03-05,316,2022-03-05
Illinois,IL,2022-03-12,202,2022-03-12
Illinois,IL,2022-03-19,149,2022-03-19
Illinois,IL,2022-03-26,130,2022-03-26
Illinois,IL,2022-04-02,95,2022-04-02
Illinois,IL,2022-04-09,80,2022-04-09
Illinois,IL,2022-04-16,51,2022-04-16
Illinois,IL,2022-04-23,50,2022-04-23
Illinois,IL,2022-04-30,44,2022-04-30
Illinois,IL,2022-05-07,63,2022-05-07
Illinois,IL,2022-05-14,49,2022-05-14
Illinois,IL,2022-05-21,63,2022-05-21
Illinois,IL,2022-05-28,59,2022-05-28
Illinois,IL,2022-06-04,61,2022-06-04
Illinois,IL,2022-06-11,113,2022-06-11
Illinois,IL,2022-06-18,121,2022-06-18
Illinois,IL,2022-06-25,100,2022-06-25
Illinois,IL,2022-07-02,91,2022-07-02
Illinois,IL,2022-07-09,59,2022-07-09
Illinois,IL,2022-07-16,77,2022-07-16
Illinois,IL,2022-07-23,75,2022-07-23
Illinois,IL,2022-07-30,70,2022-07-30
Illinois,IL,2022-08-06,84,2022-08-06
Illinois,IL,2022-08-13,142,2022-08-13
Illinois,IL,2022-08-20,72,2022-08-20
Illinois,IL,2022-08-27,104,2022-08-27
Illinois,IL,2022-09-03,86,2022-09-03
Illinois,IL,2022-09-10,75,2022-09-10
Illinois,IL,2022-09-17,91,2022-09-17
Illinois,IL,2022-09-24,88,2022-09-24
Illinois,IL,2022-10-01,74,2022-10-01
Illinois,IL,2022-10-08,79,2022-10-08
Illinois,IL,2022-10-15,66,2022-10-15
Illinois,IL,2022-10-22,56,2022-10-22
Illinois,IL,2022-10-29,83,2022-10-29
Illinois,IL,2022-11-05,76,2022-11-05
Illinois,IL,2022-11-12,51,2022-11-12
Illinois,IL,2022-11-19,89,2022-11-19
Illinois,IL,2022-11-26,49,2022-11-26
Illinois,IL,2022-12-03,92,2022-12-03
Illinois,IL,2022-12-10,67,2022-12-10
Illinois,IL,2022-12-17,96,2022-12-17
Illinois,IL,2022-12-24,108,2022-12-24
Illinois,IL,2022-12-31,68,2022-12-31
Illinois,IL,2023-01-07,69,2023-01-07
Illinois,IL,2023-01-14,0,2023-01-14
Illinois,IL,2023-01-21,233,2023-01-21
Illinois,IL,2023-01-28,108,2023-01-28
Illinois,IL,2023-02-04,92,2023-02-04
Illinois,IL,2023-02-11,81,2023-02-11
Illinois,IL,2023-02-18,74,2023-02-18
Illinois,IL,2023-02-25,44,2023-02-25
Illinois,IL,2023-03-04,64,2023-03-04
Illinois,IL,2023-03-11,53,2023-03-11
Indiana,IN,2020-01-25,0,2020-01-25
Indiana,IN,2020-02-01,0,2020-02-01
Indiana,IN,2020-02-08,0,2020-02-08
Indiana,IN,2020-02-15,0,2020-02-15
Indiana,IN,2020-02-22,0,2020-02-22
Indiana,IN,2020-02-29,0,2020-02-29
Indiana,IN,2020-03-07,0,2020-03-07
Indiana,IN,2020-03-14,0,2020-03-14
Indiana,IN,2020-03-21,13,2020-03-21
Indiana,IN,2020-03-28,45,2020-03-28
Indiana,IN,2020-04-04,155,2020-04-04
Indiana,IN,2020-04-11,206,2020-04-11
Indiana,IN,2020-04-18,246,2020-04-18
Indiana,IN,2020-04-25,293,2020-04-25
Indiana,IN,2020-05-02,284,2020-05-02
Indiana,IN,2020-05-09,253,2020-05-09
Indiana,IN,2020-05-16,250,2020-05-16
Indiana,IN,2020-05-23,215,2020-05-23
Indiana,IN,2020-05-30,136,2020-05-30
Indiana,IN,2020-06-06,137,2020-06-06
Indiana,IN,2020-06-13,118,2020-06-13
Indiana,IN,2020-06-20,114,2020-06-20
Indiana,IN,2020-06-27,76,2020-06-27
Indiana,IN,2020-07-04,66,2020-07-04
Indiana,IN,2020-07-11,74,2020-07-11
Indiana,IN,2020-07-18,67,2020-07-18
Indiana,IN,2020-07-25,77,2020-07-25
Indiana,IN,2020-08-01,74,2020-08-01
Indiana,IN,2020-08-08,75,2020-08-08
Indiana,IN,2020-08-15,94,2020-08-15
Indiana,IN,2020-08-22,96,2020-08-22
Indiana,IN,2020-08-29,77,2020-08-29
Indiana,IN,2020-09-05,70,2020-09-05
Indiana,IN,2020-09-12,81,2020-09-12
Indiana,IN,2020-09-19,89,2020-09-19
Indiana,IN,2020-09-26,100,2020-09-26
Indiana,IN,2020-10-03,124,2020-10-03
Indiana,IN,2020-10-10,126,2020-10-10
Indiana,IN,2020-10-17,194,2020-10-17
Indiana,IN,2020-10-24,209,2020-10-24
Indiana,IN,2020-10-31,270,2020-10-31
Indiana,IN,2020-11-07,324,2020-11-07
Indiana,IN,2020-11-14,363,2020-11-14
Indiana,IN,2020-11-21,506,2020-11-21
Indiana,IN,2020-11-28,573,2020-11-28
Indiana,IN,2020-12-05,629,2020-12-05
Indiana,IN,2020-12-12,701,2020-12-12
Indiana,IN,2020-12-19,694,2020-12-19
Indiana,IN,2020-12-26,610,2020-12-26
Indiana,IN,2021-01-02,658,2021-01-02
Indiana,IN,2021-01-09,527,2021-01-09
Indiana,IN,2021-01-16,445,2021-01-16
Indiana,IN,2021-01-23,416,2021-01-23
Indiana,IN,2021-01-30,312,2021-01-30
Indiana,IN,2021-02-06,490,2021-02-06
Indiana,IN,2021-02-13,397,2021-02-13
Indiana,IN,2021-02-20,187,2021-02-20
Indiana,IN,2021-02-27,220,2021-02-27
Indiana,IN,2021-03-06,170,2021-03-06
Indiana,IN,2021-03-13,120,2021-03-13
Indiana,IN,2021-03-20,80,2021-03-20
Indiana,IN,2021-03-27,85,2021-03-27
Indiana,IN,2021-04-03,63,2021-04-03
Indiana,IN,2021-04-10,64,2021-04-10
Indiana,IN,2021-04-17,78,2021-04-17
Indiana,IN,2021-04-24,55,2021-04-24
Indiana,IN,2021-05-01,67,2021-05-01
Indiana,IN,2021-05-08,67,2021-05-08
Indiana,IN,2021-05-15,66,2021-05-15
Indiana,IN,2021-05-22,82,2021-05-22
Indiana,IN,2021-05-29,62,2021-05-29
Indiana,IN,2021-06-05,70,2021-06-05
Indiana,IN,2021-06-12,60,2021-06-12
Indiana,IN,2021-06-19,50,2021-06-19
Indiana,IN,2021-06-26,27,2021-06-26
Indiana,IN,2021-07-03,41,2021-07-03
Indiana,IN,2021-07-10,51,2021-07-10
Indiana,IN,2021-07-17,26,2021-07-17
Indiana,IN,2021-07-24,27,2021-07-24
Indiana,IN,2021-07-31,40,2021-07-31
Indiana,IN,2021-08-07,49,2021-08-07
Indiana,IN,2021-08-14,74,2021-08-14
Indiana,IN,2021-08-21,100,2021-08-21
Indiana,IN,2021-08-28,145,2021-08-28
Indiana,IN,2021-09-04,197,2021-09-04
Indiana,IN,2021-09-11,213,2021-09-11
Indiana,IN,2021-09-18,300,2021-09-18
Indiana,IN,2021-09-25,294,2021-09-25
Indiana,IN,2021-10-02,309,2021-10-02
Indiana,IN,2021-10-09,296,2021-10-09
Indiana,IN,2021-10-16,263,2021-10-16
Indiana,IN,2021-10-23,225,2021-10-23
Indiana,IN,2021-10-30,213,2021-10-30
Indiana,IN,2021-11-06,215,2021-11-06
Indiana,IN,2021-11-13,190,2021-11-13
Indiana,IN,2021-11-20,159,2021-11-20
Indiana,IN,2021-11-27,139,2021-11-27
Indiana,IN,2021-12-04,326,2021-12-04
Indiana,IN,2021-12-11,302,2021-12-11
Indiana,IN,2021-12-18,371,2021-12-18
Indiana,IN,2021-12-25,311,2021-12-25
Indiana,IN,2022-01-01,341,2022-01-01
Indiana,IN,2022-01-08,577,2022-01-08
Indiana,IN,2022-01-15,612,2022-01-15
Indiana,IN,2022-01-22,525,2022-01-22
Indiana,IN,2022-01-29,550,2022-01-29
Indiana,IN,2022-02-05,411,2022-02-05
Indiana,IN,2022-02-12,424,2022-02-12
Indiana,IN,2022-02-19,393,2022-02-19
Indiana,IN,2022-02-26,271,2022-02-26
Indiana,IN,2022-03-05,202,2022-03-05
Indiana,IN,2022-03-12,162,2022-03-12
Indiana,IN,2022-03-19,126,2022-03-19
Indiana,IN,2022-03-26,66,2022-03-26
Indiana,IN,2022-04-02,75,2022-04-02
Indiana,IN,2022-04-09,53,2022-04-09
Indiana,IN,2022-04-16,25,2022-04-16
Indiana,IN,2022-04-23,40,2022-04-23
Indiana,IN,2022-04-30,38,2022-04-30
Indiana,IN,2022-05-07,27,2022-05-07
Indiana,IN,2022-05-14,22,2022-05-14
Indiana,IN,2022-05-21,45,2022-05-21
Indiana,IN,2022-05-28,19,2022-05-28
Indiana,IN,2022-06-04,40,2022-06-04
Indiana,IN,2022-06-11,38,2022-06-11
Indiana,IN,2022-06-18,28,2022-06-18
Indiana,IN,2022-06-25,49,2022-06-25
Indiana,IN,2022-07-02,27,2022-07-02
Indiana,IN,2022-07-09,66,2022-07-09
Indiana,IN,2022-07-16,52,2022-07-16
Indiana,IN,2022-07-23,61,2022-07-23
Indiana,IN,2022-07-30,45,2022-07-30
Indiana,IN,2022-08-06,78,2022-08-06
Indiana,IN,2022-08-13,78,2022-08-13
Indiana,IN,2022-08-20,77,2022-08-20
Indiana,IN,2022-08-27,72,2022-08-27
Indiana,IN,2022-09-03,72,2022-09-03
Indiana,IN,2022-09-10,66,2022-09-10
Indiana,IN,2022-09-17,56,2022-09-17
Indiana,IN,2022-09-24,65,2022-09-24
Indiana,IN,2022-10-01,38,2022-10-01
Indiana,IN,2022-10-08,40,2022-10-08
Indiana,IN,2022-10-15,68,2022-10-15
Indiana,IN,2022-10-22,47,2022-10-22
Indiana,IN,2022-10-29,37,2022-10-29
Indiana,IN,2022-11-05,50,2022-11-05
Indiana,IN,2022-11-12,63,2022-11-12
Indiana,IN,2022-11-19,66,2022-11-19
Indiana,IN,2022-11-26,59,2022-11-26
Indiana,IN,2022-12-03,26,2022-12-03
Indiana,IN,2022-12-10,66,2022-12-10
Indiana,IN,2022-12-17,73,2022-12-17
Indiana,IN,2022-12-24,0,2022-12-24
Indiana,IN,2022-12-31,61,2022-12-31
Indiana,IN,2023-01-07,106,2023-01-07
Indiana,IN,2023-01-14,252,2023-01-14
Indiana,IN,2023-01-21,74,2023-01-21
Indiana,IN,2023-01-28,65,2023-01-28
Indiana,IN,2023-02-04,41,2023-02-04
Indiana,IN,2023-02-11,57,2023-02-11
Indiana,IN,2023-02-18,39,2023-02-18
Indiana,IN,2023-02-25,47,2023-02-25
Indiana,IN,2023-03-04,46,2023-03-04
Indiana,IN,2023-03-11,24,2023-03-11
Iowa,IA,2020-01-25,0,2020-01-25
Iowa,IA,2020-02-01,0,2020-02-01
Iowa,IA,2020-02-08,0,2020-02-08
Iowa,IA,2020-02-15,0,2020-02-15
Iowa,IA,2020-02-22,0,2020-02-22
Iowa,IA,2020-02-29,0,2020-02-29
Iowa,IA,2020-03-07,0,2020-03-07
Iowa,IA,2020-03-14,0,2020-03-14
Iowa,IA,2020-03-21,0,2020-03-21
Iowa,IA,2020-03-28,3,2020-03-28
Iowa,IA,2020-04-04,11,2020-04-04
Iowa,IA,2020-04-11,20,2020-04-11
Iowa,IA,2020-04-18,40,2020-04-18
Iowa,IA,2020-04-25,38,2020-04-25
Iowa,IA,2020-05-02,63,2020-05-02
Iowa,IA,2020-05-09,77,2020-05-09
Iowa,IA,2020-05-16,94,2020-05-16
Iowa,IA,2020-05-23,100,2020-05-23
Iowa,IA,2020-05-30,85,2020-05-30
Iowa,IA,2020-06-06,68,2020-06-06
Iowa,IA,2020-06-13,51,2020-06-13
Iowa,IA,2020-06-20,31,2020-06-20
Iowa,IA,2020-06-27,23,2020-06-27
Iowa,IA,2020-07-04,17,2020-07-04
Iowa,IA,2020-07-11,27,2020-07-11
Iowa,IA,2020-07-18,41,2020-07-18
Iowa,IA,2020-07-25,37,2020-07-25
Iowa,IA,2020-08-01,48,2020-08-01
Iowa,IA,2020-08-08,53,2020-08-08
Iowa,IA,2020-08-15,48,2020-08-15
Iowa,IA,2020-08-22,58,2020-08-22
Iowa,IA,2020-08-29,83,2020-08-29
Iowa,IA,2020-09-05,64,2020-09-05
Iowa,IA,2020-09-12,54,2020-09-12
Iowa,IA,2020-09-19,47,2020-09-19
Iowa,IA,2020-09-26,49,2020-09-26
Iowa,IA,2020-10-03,67,2020-10-03
Iowa,IA,2020-10-10,78,2020-10-10
Iowa,IA,2020-10-17,69,2020-10-17
Iowa,IA,2020-10-24,106,2020-10-24
Iowa,IA,2020-10-31,82,2020-10-31
Iowa,IA,2020-11-07,126,2020-11-07
Iowa,IA,2020-11-14,143,2020-11-14
Iowa,IA,2020-11-21,206,2020-11-21
Iowa,IA,2020-11-28,184,2020-11-28
Iowa,IA,2020-12-05,307,2020-12-05
Iowa,IA,2020-12-12,526,2020-12-12
Iowa,IA,2020-12-19,324,2020-12-19
Iowa,IA,2020-12-26,211,2020-12-26
Iowa,IA,2021-01-02,203,2021-01-02
Iowa,IA,2021-01-09,181,2021-01-09
Iowa,IA,2021-01-16,194,2021-01-16
Iowa,IA,2021-01-23,165,2021-01-23
Iowa,IA,2021-01-30,165,2021-01-30
Iowa,IA,2021-02-06,457,2021-02-06
Iowa,IA,2021-02-13,128,2021-02-13
Iowa,IA,2021-02-20,100,2021-02-20
Iowa,IA,2021-02-27,134,2021-02-27
Iowa,IA,2021-03-06,82,2021-03-06
Iowa,IA,2021-03-13,81,2021-03-13
Iowa,IA,2021-03-20,41,2021-03-20
Iowa,IA,2021-03-27,44,2021-03-27
Iowa,IA,2021-04-03,104,2021-04-03
Iowa,IA,2021-04-10,35,2021-04-10
Iowa,IA,2021-04-17,24,2021-04-17
Iowa,IA,2021-04-24,46,2021-04-24
Iowa,IA,2021-05-01,25,2021-05-01
Iowa,IA,2021-05-08,32,2021-05-08
Iowa,IA,2021-05-15,16,2021-05-15
Iowa,IA,2021-05-22,35,2021-05-22
Iowa,IA,2021-05-29,20,2021-05-29
Iowa,IA,2021-06-05,13,2021-06-05
Iowa,IA,2021-06-12,31,2021-06-12
Iowa,IA,2021-06-19,13,2021-06-19
Iowa,IA,2021-06-26,19,2021-06-26
Iowa,IA,2021-07-03,15,2021-07-03
Iowa,IA,2021-07-10,3,2021-07-10
Iowa,IA,2021-07-17,9,2021-07-17
Iowa,IA,2021-07-24,12,2021-07-24
Iowa,IA,2021-07-31,13,2021-07-31
Iowa,IA,2021-08-07,10,2021-08-07
Iowa,IA,2021-08-14,17,2021-08-14
Iowa,IA,2021-08-21,16,2021-08-21
Iowa,IA,2021-08-28,42,2021-08-28
Iowa,IA,2021-09-04,39,2021-09-04
Iowa,IA,2021-09-11,30,2021-09-11
Iowa,IA,2021-09-18,64,2021-09-18
Iowa,IA,2021-09-25,82,2021-09-25
Iowa,IA,2021-10-02,80,2021-10-02
Iowa,IA,2021-10-09,91,2021-10-09
Iowa,IA,2021-10-16,94,2021-10-16
Iowa,IA,2021-10-23,100,2021-10-23
Iowa,IA,2021-10-30,117,2021-10-30
Iowa,IA,2021-11-06,104,2021-11-06
Iowa,IA,2021-11-13,97,2021-11-13
Iowa,IA,2021-11-20,102,2021-11-20
Iowa,IA,2021-11-27,86,2021-11-27
Iowa,IA,2021-12-04,91,2021-12-04
Iowa,IA,2021-12-11,105,2021-12-11
Iowa,IA,2021-12-18,130,2021-12-18
Iowa,IA,2021-12-25,119,2021-12-25
Iowa,IA,2022-01-01,59,2022-01-01
Iowa,IA,2022-01-08,161,2022-01-08
Iowa,IA,2022-01-15,182,2022-01-15
Iowa,IA,2022-01-22,116,2022-01-22
Iowa,IA,2022-01-29,184,2022-01-29
Iowa,IA,2022-02-05,156,2022-02-05
Iowa,IA,2022-02-12,172,2022-02-12
Iowa,IA,2022-02-19,119,2022-02-19
Iowa,IA,2022-02-26,137,2022-02-26
Iowa,IA,2022-03-05,86,2022-03-05
Iowa,IA,2022-03-12,91,2022-03-12
Iowa,IA,2022-03-19,87,2022-03-19
Iowa,IA,2022-03-26,53,2022-03-26
Iowa,IA,2022-04-02,43,2022-04-02
Iowa,IA,2022-04-09,9,2022-04-09
Iowa,IA,2022-04-16,21,2022-04-16
Iowa,IA,2022-04-23,35,2022-04-23
Iowa,IA,2022-04-30,19,2022-04-30
Iowa,IA,2022-05-07,4,2022-05-07
Iowa,IA,2022-05-14,22,2022-05-14
Iowa,IA,2022-05-21,16,2022-05-21
Iowa,IA,2022-05-28,16,2022-05-28
Iowa,IA,2022-06-04,15,2022-06-04
Iowa,IA,2022-06-11,12,2022-06-11
Iowa,IA,2022-06-18,0,2022-06-18
Iowa,IA,2022-06-25,65,2022-06-25
Iowa,IA,2022-07-02,9,2022-07-02
Iowa,IA,2022-07-09,15,2022-07-09
Iowa,IA,2022-07-16,15,2022-07-16
Iowa,IA,2022-07-23,41,2022-07-23
Iowa,IA,2022-07-30,23,2022-07-30
Iowa,IA,2022-08-06,35,2022-08-06
Iowa,IA,2022-08-13,33,2022-08-13
Iowa,IA,2022-08-20,32,2022-08-20
Iowa,IA,2022-08-27,25,2022-08-27
Iowa,IA,2022-09-03,33,2022-09-03
Iowa,IA,2022-09-10,28,2022-09-10
Iowa,IA,2022-09-17,26,2022-09-17
Iowa,IA,2022-09-24,57,2022-09-24
Iowa,IA,2022-10-01,26,2022-10-01
Iowa,IA,2022-10-08,20,2022-10-08
Iowa,IA,2022-10-15,28,2022-10-15
Iowa,IA,2022-10-22,27,2022-10-22
Iowa,IA,2022-10-29,25,2022-10-29
Iowa,IA,2022-11-05,30,2022-11-05
Iowa,IA,2022-11-12,22,2022-11-12
Iowa,IA,2022-11-19,24,2022-11-19
Iowa,IA,2022-11-26,23,2022-11-26
Iowa,IA,2022-12-03,18,2022-12-03
Iowa,IA,2022-12-10,22,2022-12-10
Iowa,IA,2022-12-17,27,2022-12-17
Iowa,IA,2022-12-24,46,2022-12-24
Iowa,IA,2022-12-31,35,2022-12-31
Iowa,IA,2023-01-07,39,2023-01-07
Iowa,IA,2023-01-14,46,2023-01-14
Iowa,IA,2023-01-21,29,2023-01-21
Iowa,IA,2023-01-28,29,2023-01-28
Iowa,IA,2023-02-04,30,2023-02-04
Iowa,IA,2023-02-11,28,2023-02-11
Iowa,IA,2023-02-18,28,2023-02-18
Iowa,IA,2023-02-25,18,2023-02-25
Iowa,IA,2023-03-04,29,2023-03-04
Iowa,IA,2023-03-11,25,2023-03-11
Kansas,KS,2020-01-25,0,2020-01-25
Kansas,KS,2020-02-01,0,2020-02-01
Kansas,KS,2020-02-08,0,2020-02-08
Kansas,KS,2020-02-15,0,2020-02-15
Kansas,KS,2020-02-22,0,2020-02-22
Kansas,KS,2020-02-29,0,2020-02-29
Kansas,KS,2020-03-07,0,2020-03-07
Kansas,KS,2020-03-14,1,2020-03-14
Kansas,KS,2020-03-21,1,2020-03-21
Kansas,KS,2020-03-28,3,2020-03-28
Kansas,KS,2020-04-04,13,2020-04-04
Kansas,KS,2020-04-11,42,2020-04-11
Kansas,KS,2020-04-18,46,2020-04-18
Kansas,KS,2020-04-25,34,2020-04-25
Kansas,KS,2020-05-02,22,2020-05-02
Kansas,KS,2020-05-09,32,2020-05-09
Kansas,KS,2020-05-16,21,2020-05-16
Kansas,KS,2020-05-23,10,2020-05-23
Kansas,KS,2020-05-30,10,2020-05-30
Kansas,KS,2020-06-06,18,2020-06-06
Kansas,KS,2020-06-13,12,2020-06-13
Kansas,KS,2020-06-20,11,2020-06-20
Kansas,KS,2020-06-27,12,2020-06-27
Kansas,KS,2020-07-04,15,2020-07-04
Kansas,KS,2020-07-11,12,2020-07-11
Kansas,KS,2020-07-18,13,2020-07-18
Kansas,KS,2020-07-25,23,2020-07-25
Kansas,KS,2020-08-01,29,2020-08-01
Kansas,KS,2020-08-08,22,2020-08-08
Kansas,KS,2020-08-15,26,2020-08-15
Kansas,KS,2020-08-22,20,2020-08-22
Kansas,KS,2020-08-29,25,2020-08-29
Kansas,KS,2020-09-05,30,2020-09-05
Kansas,KS,2020-09-12,48,2020-09-12
Kansas,KS,2020-09-19,70,2020-09-19
Kansas,KS,2020-09-26,39,2020-09-26
Kansas,KS,2020-10-03,65,2020-10-03
Kansas,KS,2020-10-10,74,2020-10-10
Kansas,KS,2020-10-17,86,2020-10-17
Kansas,KS,2020-10-24,118,2020-10-24
Kansas,KS,2020-10-31,54,2020-10-31
Kansas,KS,2020-11-07,137,2020-11-07
Kansas,KS,2020-11-14,90,2020-11-14
Kansas,KS,2020-11-21,154,2020-11-21
Kansas,KS,2020-11-28,120,2020-11-28
Kansas,KS,2020-12-05,260,2020-12-05
Kansas,KS,2020-12-12,287,2020-12-12
Kansas,KS,2020-12-19,274,2020-12-19
Kansas,KS,2020-12-26,167,2020-12-26
Kansas,KS,2021-01-02,373,2021-01-02
Kansas,KS,2021-01-09,271,2021-01-09
Kansas,KS,2021-01-16,353,2021-01-16
